Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
positive regulation of epithelial cell migration (GO:0010634),5/94,0.214959314,0.490790455,0,0,1.603040709,2.46436491,PDCD6;RAC1;CALR;AAMP;RTN4
regulation of synapse organization (GO:0050807),26-Feb,0.220369213,0.498506904,0,0,2.37530773,3.592536315,NEDD4;YWHAZ
hippo signaling (GO:0035329),26-Feb,0.220369213,0.498506904,0,0,2.37530773,3.592536315,YWHAE;YWHAB
RNA polyadenylation (GO:0043631),26-Feb,0.220369213,0.498506904,0,0,2.37530773,3.592536315,APP;PABPC1
mRNA polyadenylation (GO:0006378),26-Feb,0.220369213,0.498506904,0,0,2.37530773,3.592536315,APP;PABPC1
negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902230),26-Feb,0.220369213,0.498506904,0,0,2.37530773,3.592536315,MIF;TPT1
negative regulation of protein transport (GO:0051224),26-Feb,0.220369213,0.498506904,0,0,2.37530773,3.592536315,SNX3;NDFIP1
negative regulation of receptor-mediated endocytosis (GO:0048261),26-Feb,0.220369213,0.498506904,0,0,2.37530773,3.592536315,APP;RAC1
negative regulation of telomere maintenance via telomere lengthening (GO:1904357),26-Feb,0.220369213,0.498506904,0,0,2.37530773,3.592536315,HNRNPU;HNRNPC
positive regulation of G1/S transition of mitotic cell cycle (GO:1900087),26-Feb,0.220369213,0.498506904,0,0,2.37530773,3.592536315,DDX3X;EIF4G1
positive regulation of microtubule polymerization or depolymerization (GO:0031112),26-Feb,0.220369213,0.498506904,0,0,2.37530773,3.592536315,RPS3;RAC1
positive regulation of viral transcription (GO:0050434),26-Feb,0.220369213,0.498506904,0,0,2.37530773,3.592536315,POLR2F;POLR2L
regulation of glycolytic process (GO:0006110),4/71,0.221051231,0.498796469,0,0,1.702951907,2.570368838,APP;SEC13;EIF6;PGAM1
negative regulation of neuron apoptotic process (GO:0043524),4/71,0.221051231,0.498796469,0,0,1.702951907,2.570368838,SET;PARK7;SOD2;SOD1
positive regulation of cellular protein localization (GO:1903829),4/71,0.221051231,0.498796469,0,0,1.702951907,2.570368838,GSK3B;HSP90AB1;PARK7;RTN4
Golgi to plasma membrane transport (GO:0006893),3/48,0.222478627,0.501179958,0,0,1.900986193,2.857038235,RAB10;GOLPH3;COMMD1
positive regulation of DNA repair (GO:0045739),3/48,0.222478627,0.501179958,0,0,1.900986193,2.857038235,RPS3;UBE2N;HMGB1
positive regulation of cellular process (GO:0048522),25/625,0.226138061,0.508742901,0,0,1.192724261,1.773115307,RNF10;HSP90AB1;DDX3X;PHB;CDC42;RPS4X;LMNA;SSR1;ROMO1;RAC1;RPS9;NPM1;RPL23;CNBP;RPS6;TPM1;PA2G4;ACTN4;CDK4;DNAJA2;P4HB;CALR;SLC25A5;EIF4G2;EIF4G1
neuron projection development (GO:0031175),8/171,0.226212597,0.508742901,0,0,1.401296481,2.082718972,CDC42;APP;GSK3B;UBB;CTTN;VAPA;NEDD4;HMGB1
positive regulation of secretion by cell (GO:1903532),4/72,0.228309719,0.513032073,0,0,1.677821351,2.478229639,GOLPH3;TMED10;IER3IP1;PPIA
adherens junction organization (GO:0034332),3/49,0.231497716,0.514350557,0,0,1.859563931,2.720886558,CTNNA1;CTNNB1;ACTB
receptor internalization (GO:0031623),3/49,0.231497716,0.514350557,0,0,1.859563931,2.720886558,ITGB1;NEDD4;AP2M1
regulation of cellular localization (GO:0060341),3/49,0.231497716,0.514350557,0,0,1.859563931,2.720886558,HSP90AA1;HSP90AB1;REEP5
regulation of cellular protein metabolic process (GO:0032268),3/49,0.231497716,0.514350557,0,0,1.859563931,2.720886558,APP;RPL10;EIF4G1
response to hydrogen peroxide (GO:0042542),3/49,0.231497716,0.514350557,0,0,1.859563931,2.720886558,RPS3;PARK7;SOD1
secondary alcohol metabolic process (GO:1902652),3/49,0.231497716,0.514350557,0,0,1.859563931,2.720886558,FDX1;IDH3B;IDH3A
positive regulation of reactive oxygen species metabolic process (GO:2000379),3/49,0.231497716,0.514350557,0,0,1.859563931,2.720886558,GSTP1;ROMO1;SOD1
dendritic spine organization (GO:0097061),27-Feb,0.233013123,0.514350557,0,0,2.280177253,3.321444153,CDC42;ARF1
regulation of vasculature development (GO:1901342),27-Feb,0.233013123,0.514350557,0,0,2.280177253,3.321444153,RNH1;CTNNB1
response to glucocorticoid (GO:0051384),27-Feb,0.233013123,0.514350557,0,0,2.280177253,3.321444153,HNRNPU;UBE2L3
mitotic chromosome condensation (GO:0007076),27-Feb,0.233013123,0.514350557,0,0,2.280177253,3.321444153,SET;CSNK2B
positive regulation of gene silencing by miRNA (GO:2000637),27-Feb,0.233013123,0.514350557,0,0,2.280177253,3.321444153,DDX5;EIF4G1
positive regulation of nitric oxide biosynthetic process (GO:0045429),27-Feb,0.233013123,0.514350557,0,0,2.280177253,3.321444153,HSP90AA1;HSP90AB1
protein export from nucleus (GO:0006611),27-Feb,0.233013123,0.514350557,0,0,2.280177253,3.321444153,CALR;RAN
protein maturation (GO:0051604),5/97,0.23356792,0.514350557,0,0,1.550525739,2.254902239,GLRX3;NDUFAB1;STUB1;HSPD1;METAP2
double-strand break repair via homologous recombination (GO:0000724),5/97,0.23356792,0.514350557,0,0,1.550525739,2.254902239,MORF4L1;SFR1;SWI5;UBE2N;NUCKS1
regulation of generation of precursor metabolites and energy (GO:0043467),3/50,0.240581998,0.514350557,0,0,1.819904318,2.592807306,SEC13;EIF6;PGAM1
protein localization to presynapse (GO:1905383),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,KIF5B
anterograde axonal protein transport (GO:0099641),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,KIF5B
regulation of anion transport (GO:0044070),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,RAB11B
regulation of apoptotic cell clearance (GO:2000425),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,HMGB1
axo-dendritic protein transport (GO:0099640),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,KIF5B
regulation of cardiac muscle cell action potential involved in regulation of contraction (GO:0098909),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,ATP2A2
regulation of chaperone-mediated autophagy (GO:1904714),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,EEF1A1
regulation of chemokine (C-C motif) ligand 5 production (GO:0071649),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,DDX3X
regulation of dendritic cell chemotaxis (GO:2000508),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,CALR
regulation of extracellular matrix constituent secretion (GO:0003330),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,IER3IP1
regulation of nitric oxide metabolic process (GO:0080164),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,RAC1
regulation of oxidative stress-induced neuron death (GO:1903203),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,ATF4
"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000447)",08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,RPS21
regulation of protein K63-linked ubiquitination (GO:1900044),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,DDX3X
regulation of protein localization to chromatin (GO:1905634),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,VCP
entry of bacterium into host cell (GO:0035635),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,CTNNB1
regulation of proton transport (GO:0010155),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,PHB2
ER overload response (GO:0006983),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,GSK3B
regulation of RNA biosynthetic process (GO:2001141),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,ACTN4
fructose metabolic process (GO:0006000),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,ALDOA
fusion of virus membrane with host plasma membrane (GO:0019064),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,PPIA
regulation of transcription from RNA polymerase II promoter in response to oxidative stress (GO:0043619),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,ATF4
glyoxylate metabolic process (GO:0046487),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,GOT2
respiratory chain complex III assembly (GO:0017062),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,UQCRFS1
hair cell differentiation (GO:0035315),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,CTNNB1
RNA secondary structure unwinding (GO:0010501),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,DDX3X
lens fiber cell development (GO:0070307),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,ATF4
membrane fusion involved in viral entry into host cell (GO:0039663),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,PPIA
tRNA transcription (GO:0009304),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,POLR2L
mitochondrial respiratory chain complex III assembly (GO:0034551),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,UQCRFS1
vitamin K metabolic process (GO:0042373),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,VKORC1
negative regulation of alpha-beta T cell differentiation (GO:0046639),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,HMGB1
negative regulation of appetite (GO:0032099),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,NENF
negative regulation of calcium ion import (GO:0090281),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,VDAC1
negative regulation of fatty acid oxidation (GO:0046322),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,ACADL
negative regulation of long-term synaptic potentiation (GO:1900272),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,APP
negative regulation of macrophage migration (GO:1905522),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,MIF
negative regulation of mitochondrial membrane potential (GO:0010917),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,PRELID1
negative regulation of muscle hypertrophy (GO:0014741),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,GLRX3
negative regulation of nitrogen compound metabolic process (GO:0051172),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,HSP90AB1
negative regulation of response to reactive oxygen species (GO:1901032),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,PARK7
peptidyl-proline hydroxylation to 4-hydroxy-L-proline (GO:0018401),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,P4HB
positive regulation of dendritic cell chemotaxis (GO:2000510),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,CALR
positive regulation of fibroblast migration (GO:0010763),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,ITGB1
positive regulation of isomerase activity (GO:0010912),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,HNRNPU
positive regulation of leukocyte differentiation (GO:1902107),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,HMGB1
postsynapse organization (GO:0099173),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,ARF1
protein deglycosylation (GO:0006517),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,PARK7
protein localization to microtubule (GO:0035372),08-Jan,0.24146483,0.514350557,0,0,4.069532238,5.782933282,HNRNPU
regulation of cytokine-mediated signaling pathway (GO:0001959),4/74,0.242999887,0.516444397,0,0,1.629714286,2.305547511,HSP90AB1;SUMO1;CDC37;TAX1BP1
mitotic nuclear division (GO:0140014),4/74,0.242999887,0.516444397,0,0,1.629714286,2.305547511,UBE2S;CHMP2A;RHOA;RAN
regulation of cellular macromolecule biosynthetic process (GO:2000112),19/468,0.243343394,0.516444397,0,0,1.209988527,1.710054629,APP;RPL10;MAGED1;CNBP;HP1BP3;EDF1;NUCKS1;PHB;YBX1;RPL6;UBE2L3;MLF2;DRAP1;PPP2CA;HINT1;PPP2R1A;CALR;PFDN5;ATF4
"regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043516)",28-Feb,0.245698278,0.516444397,0,0,2.192364504,3.077314642,DDX5;MIF
regulation of immunoglobulin production (GO:0002637),28-Feb,0.245698278,0.516444397,0,0,2.192364504,3.077314642,PHB;PHB2
regulation of muscle contraction (GO:0006937),28-Feb,0.245698278,0.516444397,0,0,2.192364504,3.077314642,TPM1;ENO1
glycogen metabolic process (GO:0005977),28-Feb,0.245698278,0.516444397,0,0,2.192364504,3.077314642,GSK3B;CALM1
response to interferon-beta (GO:0035456),28-Feb,0.245698278,0.516444397,0,0,2.192364504,3.077314642,NDUFA13;UBE2K
internal peptidyl-lysine acetylation (GO:0018393),28-Feb,0.245698278,0.516444397,0,0,2.192364504,3.077314642,MORF4L1;MORF4L2
negative regulation of axonogenesis (GO:0050771),28-Feb,0.245698278,0.516444397,0,0,2.192364504,3.077314642,RTN4;RHOA
negative regulation of phosphatase activity (GO:0010923),28-Feb,0.245698278,0.516444397,0,0,2.192364504,3.077314642,FKBP1A;GSK3B
phagosome acidification (GO:0090383),28-Feb,0.245698278,0.516444397,0,0,2.192364504,3.077314642,ATP6V0C;ATP6V1F
positive regulation of microtubule polymerization (GO:0031116),28-Feb,0.245698278,0.516444397,0,0,2.192364504,3.077314642,RPS3;RAC1
positive regulation of monooxygenase activity (GO:0032770),28-Feb,0.245698278,0.516444397,0,0,2.192364504,3.077314642,POR;PARK7
positive regulation of nitric oxide metabolic process (GO:1904407),28-Feb,0.245698278,0.516444397,0,0,2.192364504,3.077314642,HSP90AA1;HSP90AB1
positive regulation of response to wounding (GO:1903036),28-Feb,0.245698278,0.516444397,0,0,2.192364504,3.077314642,ITGB1;ACTG1
protein localization to lysosome (GO:0061462),28-Feb,0.245698278,0.516444397,0,0,2.192364504,3.077314642,NEDD4;RTN4
regulation of axonogenesis (GO:0050770),3/51,0.249724149,0.523683949,0,0,1.781897189,2.472201266,GSK3B;RHOA;RTN4
blood circulation (GO:0008015),3/51,0.249724149,0.523683949,0,0,1.781897189,2.472201266,CYB5R3;GCLM;SOD1
regulation of protein modification process (GO:0031399),3/51,0.249724149,0.523683949,0,0,1.781897189,2.472201266,PPP2CA;NDUFS4;PPIB
positive regulation of cytokine production (GO:0001819),14/335,0.250183055,0.524239279,0,0,1.246105919,1.726557521,APP;TMED10;MIF;PARK7;PHB;HMGB1;HSPD1;SOD1;RPS3;CTNNB1;POLR2F;GAPDH;ATF4;POLR2L
cellular response to hormone stimulus (GO:0032870),4/76,0.257894952,0.535049014,0,0,1.584279835,2.147020688,SFR1;ATP1A1;UBE2L3;CTSB
positive regulation of growth (GO:0045927),4/76,0.257894952,0.535049014,0,0,1.584279835,2.147020688,CDC42;DDX3X;EIF4G2;EIF4G1
protein import into nucleus (GO:0006606),4/76,0.257894952,0.535049014,0,0,1.584279835,2.147020688,SEC13;RPL23;PHB2;RAN
regulation of fatty acid biosynthetic process (GO:0042304),2/29,0.258407335,0.535049014,0,0,2.111056404,2.85671978,ACADL;EIF6
myeloid cell differentiation (GO:0030099),3/52,0.258917009,0.535049014,0,0,1.745441372,2.358523634,HSPA9;RPS14;SLC25A5
positive regulation of protein localization to cell periphery (GO:1904377),3/52,0.258917009,0.535049014,0,0,1.745441372,2.358523634,ITGB1;KIF5B;SQSTM1
positive regulation of protein localization to plasma membrane (GO:1903078),3/52,0.258917009,0.535049014,0,0,1.745441372,2.358523634,ITGB1;KIF5B;SQSTM1
apoptotic process (GO:0006915),10/231,0.26071481,0.535049014,0,0,1.291858585,1.736681864,PPP2CA;APP;DAP;PPP2R1A;FAM162A;VDAC1;PPIA;GAPDH;RTN4;HSPD1
purine ribonucleotide metabolic process (GO:0009150),4/77,0.265409679,0.535049014,0,0,1.562496195,2.072621027,HINT1;DBI;RAN;ACAT1
regulation of cell death (GO:0010941),5/102,0.26551178,0.535049014,0,0,1.47021934,1.949652087,UBB;CHMP2A;PARK7;PHB;EIF4G1
regulation of epidermis development (GO:0045682),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,NME2
regulation of ER-associated ubiquitin-dependent protein catabolic process (GO:1903069),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,BCAP31
regulation of fibroblast apoptotic process (GO:2000269),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,IER3IP1
regulation of histone H4 acetylation (GO:0090239),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,CTBP1
regulation of interleukin-23 production (GO:0032667),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,RAC1
regulation of mammary gland epithelial cell proliferation (GO:0033599),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,RTN4
cytolysis by host of symbiont cells (GO:0051838),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,ROMO1
cytolysis in other organism involved in symbiotic interaction (GO:0051801),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,ROMO1
regulation of mitotic centrosome separation (GO:0046602),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,RANBP1
regulation of nephron tubule epithelial cell differentiation (GO:0072182),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,CTNNB1
regulation of PERK-mediated unfolded protein response (GO:1903897),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,HSPA5
regulation of pinocytosis (GO:0048548),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,CDC42
endosome to melanosome transport (GO:0035646),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,CD63
endosome to pigment granule transport (GO:0043485),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,CD63
regulation of respiratory burst (GO:0060263),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,RAC1
regulation of skeletal muscle cell differentiation (GO:2001014),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,DDX5
regulation of sterol biosynthetic process (GO:0106118),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,RAN
"fructose 1,6-bisphosphate metabolic process (GO:0030388)",09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,ALDOA
regulation of transmembrane transporter activity (GO:0022898),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,ACTB
regulation of tumor necrosis factor superfamily cytokine production (GO:1903555),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,PARK7
hepoxilin biosynthetic process (GO:0051122),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,GSTP1
hepoxilin metabolic process (GO:0051121),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,GSTP1
response to misfolded protein (GO:0051788),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,STUB1
interleukin-23-mediated signaling pathway (GO:0038155),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,P4HB
ketone biosynthetic process (GO:0042181),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,TPI1
ketone body biosynthetic process (GO:0046951),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,ACAT1
lysosomal lumen acidification (GO:0007042),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,ATP6AP2
sympathetic ganglion development (GO:0061549),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,CTNNB1
maintenance of apical/basal cell polarity (GO:0035090),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,PDCD6IP
maintenance of epithelial cell apical/basal polarity (GO:0045199),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,PDCD6IP
T-helper 1 type immune response (GO:0042088),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,HMGB1
mesodermal cell differentiation (GO:0048333),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,ITGB1
mitochondrial respirasome assembly (GO:0097250),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,COX7A2
negative regulation of glycoprotein biosynthetic process (GO:0010561),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,ITM2B
negative regulation of leukocyte proliferation (GO:0070664),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,GSTP1
negative regulation of membrane potential (GO:0045837),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,PRELID1
negative regulation of systemic arterial blood pressure (GO:0003085),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,SOD2
neuronal ion channel clustering (GO:0045161),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,MTCH1
organic acid catabolic process (GO:0016054),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,TXN2
plasminogen activation (GO:0031639),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,PGK1
positive regulation of ligase activity (GO:0051351),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,GCLM
positive regulation of membrane potential (GO:0045838),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,VCP
positive regulation of mitochondrial calcium ion concentration (GO:0051561),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,BCAP31
positive regulation of mitochondrial membrane permeability involved in apoptotic process (GO:1902110),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,VDAC2
positive regulation of NLRP3 inflammasome complex assembly (GO:1900227),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,DDX3X
positive regulation of protein kinase A signaling (GO:0010739),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,MIF
positive regulation of smooth muscle cell apoptotic process (GO:0034393),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,SOD2
positive regulation of smooth muscle contraction (GO:0045987),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,CTTN
positive regulation of tumor necrosis factor-mediated signaling pathway (GO:1903265),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,UBE2K
protein K6-linked ubiquitination (GO:0085020),09-Jan,0.267227368,0.535049014,0,0,3.560656342,4.698839437,UBE2S
negative regulation of cysteine-type endopeptidase activity (GO:2000117),3/53,0.268153594,0.536108703,0,0,1.710443787,2.251278159,YWHAE;DDX3X;DNAJB6
positive regulation of chemokine production (GO:0032722),3/53,0.268153594,0.536108703,0,0,1.710443787,2.251278159,APP;DDX3X;HMGB1
alpha-amino acid catabolic process (GO:1901606),2/30,0.271124074,0.536881322,0,0,2.035556024,2.656764418,GOT2;ACAT1
cardiac muscle cell action potential (GO:0086001),2/30,0.271124074,0.536881322,0,0,2.035556024,2.656764418,YWHAE;ATP1A1
regulation of macrophage activation (GO:0043030),2/30,0.271124074,0.536881322,0,0,2.035556024,2.656764418,MIF;HSPD1
extrinsic apoptotic signaling pathway via death domain receptors (GO:0008625),2/30,0.271124074,0.536881322,0,0,2.035556024,2.656764418,DDX3X;GABARAP
response to alcohol (GO:0097305),2/30,0.271124074,0.536881322,0,0,2.035556024,2.656764418,GOT2;SOD1
Golgi to plasma membrane protein transport (GO:0043001),2/30,0.271124074,0.536881322,0,0,2.035556024,2.656764418,RAB10;GOLPH3
long-chain fatty acid biosynthetic process (GO:0042759),2/30,0.271124074,0.536881322,0,0,2.035556024,2.656764418,GPX4;GSTP1
termination of RNA polymerase I transcription (GO:0006363),2/30,0.271124074,0.536881322,0,0,2.035556024,2.656764418,POLR2F;POLR2L
morphogenesis of an epithelium (GO:0002009),2/30,0.271124074,0.536881322,0,0,2.035556024,2.656764418,ACTB;ACTG1
mRNA splice site selection (GO:0006376),2/30,0.271124074,0.536881322,0,0,2.035556024,2.656764418,PUF60;SRSF5
multivesicular body assembly (GO:0036258),2/30,0.271124074,0.536881322,0,0,2.035556024,2.656764418,PDCD6IP;CHMP2A
negative regulation of cytoskeleton organization (GO:0051494),2/30,0.271124074,0.536881322,0,0,2.035556024,2.656764418,TWF1;FKBP4
plasma membrane invagination (GO:0099024),2/30,0.271124074,0.536881322,0,0,2.035556024,2.656764418,CDC42;RHOA
cellular component assembly (GO:0022607),11/261,0.274416029,0.543001974,0,0,1.256173653,1.624370675,CDC42;RTN3;PPP2R1A;ST13;GORASP2;RAC1;YWHAZ;ACTB;RHOA;RTN4;ACTG1
regulation of cyclin-dependent protein kinase activity (GO:1904029),3/54,0.277427097,0.546024743,0,0,1.676818656,2.150012009,HSP90AB1;CDC37;ACTB
regulation of focal adhesion assembly (GO:0051893),3/54,0.277427097,0.546024743,0,0,1.676818656,2.150012009,RAC1;RHOA;ACTG1
regulation of proteolysis (GO:0030162),3/54,0.277427097,0.546024743,0,0,1.676818656,2.150012009,CSTB;NEDD8;STUB1
unsaturated fatty acid metabolic process (GO:0033559),3/54,0.277427097,0.546024743,0,0,1.676818656,2.150012009,SCP2;GPX4;GSTP1
regulation of cell differentiation (GO:0045595),7/156,0.279930705,0.546024743,0,0,1.340324385,1.706518684,PPP2CA;DDX5;HSP90AB1;PPP2R1A;PA2G4;ANP32B;ATF4
protein glycosylation (GO:0006486),6/130,0.280274018,0.546024743,0,0,1.380218569,1.755620791,KRTCAP2;RPN2;DAD1;RPN1;STT3A;DDOST
positive regulation of protein phosphorylation (GO:0001934),15/371,0.280534681,0.546024743,0,0,1.203444396,1.529647531,APP;HSP90AA1;DDX3X;HSP90AB1;MIF;PARK7;CSNK2B;CDK2AP1;CALM3;RAC1;CALM1;CALM2;PPIA;UBE2K;EIF4G1
axon development (GO:0061564),4/79,0.280554566,0.546024743,0,0,1.520671605,1.932753906,RAB10;APP;ACTB;RTN4
negative regulation of NF-kappaB transcription factor activity (GO:0032088),4/79,0.280554566,0.546024743,0,0,1.520671605,1.932753906,DAP;ANXA4;TAX1BP1;COMMD1
activation of protein kinase B activity (GO:0032148),2/31,0.283833347,0.546024743,0,0,1.965262568,2.474988828,PARK7;PPIA
purine nucleoside bisphosphate metabolic process (GO:0034032),2/31,0.283833347,0.546024743,0,0,1.965262568,2.474988828,DBI;ACAT1
regulation of potassium ion transport (GO:0043266),2/31,0.283833347,0.546024743,0,0,1.965262568,2.474988828,CD63;KIF5B
ribonucleoside bisphosphate metabolic process (GO:0033875),2/31,0.283833347,0.546024743,0,0,1.965262568,2.474988828,DBI;ACAT1
multivesicular body organization (GO:0036257),2/31,0.283833347,0.546024743,0,0,1.965262568,2.474988828,PDCD6IP;CHMP2A
negative regulation of DNA binding (GO:0043392),2/31,0.283833347,0.546024743,0,0,1.965262568,2.474988828,SUMO1;SUMO3
negative regulation of peptidyl-tyrosine phosphorylation (GO:0050732),2/31,0.283833347,0.546024743,0,0,1.965262568,2.474988828,PPP2CA;PPP2R1A
positive regulation of leukocyte cell-cell adhesion (GO:1903039),2/31,0.283833347,0.546024743,0,0,1.965262568,2.474988828,RHOA;HSPD1
positive regulation of mononuclear cell migration (GO:0071677),2/31,0.283833347,0.546024743,0,0,1.965262568,2.474988828,HMGB1;CALR
mitotic spindle organization (GO:0007052),7/157,0.28525515,0.546024743,0,0,1.331319444,1.669968817,VCP;NUDC;SEC13;DCTN2;DYNLL1;RHOA;RAN
protein sumoylation (GO:0016925),3/55,0.286730892,0.546024743,0,0,1.6444868,2.054311268,SUMO1;SUMO3;SUMO2
glycoprotein metabolic process (GO:0009100),3/55,0.286730892,0.546024743,0,0,1.6444868,2.054311268,ERP44;GOLPH3;PARK7
