Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
chromatin disassembly (GO:0031498),18-Jan,0.198319049,0.401933666,0,0,4.778261922,7.73064574,HMGA1
nucleosome disassembly (GO:0006337),18-Jan,0.198319049,0.401933666,0,0,4.778261922,7.73064574,HMGA1
nucleotide biosynthetic process (GO:0009165),18-Jan,0.198319049,0.401933666,0,0,4.778261922,7.73064574,PRPS1
DNA strand elongation (GO:0022616),18-Jan,0.198319049,0.401933666,0,0,4.778261922,7.73064574,POLD2
regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902175),18-Jan,0.198319049,0.401933666,0,0,4.778261922,7.73064574,P4HB
phosphatidylglycerol acyl-chain remodeling (GO:0036148),18-Jan,0.198319049,0.401933666,0,0,4.778261922,7.73064574,LPGAT1
phosphatidylinositol acyl-chain remodeling (GO:0036149),18-Jan,0.198319049,0.401933666,0,0,4.778261922,7.73064574,LPGAT1
positive chemotaxis (GO:0050918),18-Jan,0.198319049,0.401933666,0,0,4.778261922,7.73064574,MET
positive regulation of amyloid-beta formation (GO:1902004),18-Jan,0.198319049,0.401933666,0,0,4.778261922,7.73064574,GSAP
regulation of single stranded viral RNA replication via double stranded DNA intermediate (GO:0045091),18-Jan,0.198319049,0.401933666,0,0,4.778261922,7.73064574,HMGA2
positive regulation of cardiac muscle hypertrophy (GO:0010613),18-Jan,0.198319049,0.401933666,0,0,4.778261922,7.73064574,MTPN
regulation of telomerase RNA localization to Cajal body (GO:1904872),18-Jan,0.198319049,0.401933666,0,0,4.778261922,7.73064574,RUVBL2
regulation of telomere maintenance via telomere lengthening (GO:1904356),18-Jan,0.198319049,0.401933666,0,0,4.778261922,7.73064574,PINX1
regulation of ventricular cardiac muscle cell membrane repolarization (GO:0060307),18-Jan,0.198319049,0.401933666,0,0,4.778261922,7.73064574,SCN5A
glycoprotein catabolic process (GO:0006516),18-Jan,0.198319049,0.401933666,0,0,4.778261922,7.73064574,FBXO17
positive regulation of fatty acid metabolic process (GO:0045923),18-Jan,0.198319049,0.401933666,0,0,4.778261922,7.73064574,LPGAT1
hyaluronan catabolic process (GO:0030214),18-Jan,0.198319049,0.401933666,0,0,4.778261922,7.73064574,CD44
positive regulation of macrophage derived foam cell differentiation (GO:0010744),18-Jan,0.198319049,0.401933666,0,0,4.778261922,7.73064574,CSF1
RNA destabilization (GO:0050779),18-Jan,0.198319049,0.401933666,0,0,4.778261922,7.73064574,METTL16
rRNA catabolic process (GO:0016075),18-Jan,0.198319049,0.401933666,0,0,4.778261922,7.73064574,EXOSC9
positive regulation of nitric-oxide synthase activity (GO:0051000),18-Jan,0.198319049,0.401933666,0,0,4.778261922,7.73064574,NUS1
triglyceride biosynthetic process (GO:0019432),18-Jan,0.198319049,0.401933666,0,0,4.778261922,7.73064574,LPGAT1
ventricular cardiac muscle cell action potential (GO:0086005),18-Jan,0.198319049,0.401933666,0,0,4.778261922,7.73064574,SCN5A
cellular response to oxygen-containing compound (GO:1901701),6/323,0.203294765,0.409738624,0,0,1.545926888,2.462813514,IL1B;RUVBL2;CXCL3;CXCL2;CXCL5;CAMKK2
negative regulation of cellular catabolic process (GO:0031330),2/69,0.205838309,0.409738624,0,0,2.428641914,3.83886763,TIMP1;MET
positive regulation of protein polymerization (GO:0032273),2/69,0.205838309,0.409738624,0,0,2.428641914,3.83886763,PAK1;MET
carbohydrate derivative catabolic process (GO:1901136),19-Jan,0.208108353,0.409738624,0,0,4.512574303,7.083371675,FBXO17
cardiac muscle cell contraction (GO:0086003),19-Jan,0.208108353,0.409738624,0,0,4.512574303,7.083371675,SCN5A
negative regulation of nervous system development (GO:0051961),19-Jan,0.208108353,0.409738624,0,0,4.512574303,7.083371675,IL1B
cellular response to glucagon stimulus (GO:0071377),19-Jan,0.208108353,0.409738624,0,0,4.512574303,7.083371675,PRKAR2A
regulation of glucose transmembrane transport (GO:0010827),19-Jan,0.208108353,0.409738624,0,0,4.512574303,7.083371675,IL1B
neural crest cell differentiation (GO:0014033),19-Jan,0.208108353,0.409738624,0,0,4.512574303,7.083371675,NOLC1
nuclear membrane organization (GO:0071763),19-Jan,0.208108353,0.409738624,0,0,4.512574303,7.083371675,NSFL1C
cytoplasmic translational initiation (GO:0002183),19-Jan,0.208108353,0.409738624,0,0,4.512574303,7.083371675,DHX29
regulation of neuroinflammatory response (GO:0150077),19-Jan,0.208108353,0.409738624,0,0,4.512574303,7.083371675,IL1B
peptidyl-lysine dimethylation (GO:0018027),19-Jan,0.208108353,0.409738624,0,0,4.512574303,7.083371675,SMYD2
positive regulation of actin cytoskeleton reorganization (GO:2000251),19-Jan,0.208108353,0.409738624,0,0,4.512574303,7.083371675,HAX1
establishment of skin barrier (GO:0061436),19-Jan,0.208108353,0.409738624,0,0,4.512574303,7.083371675,MET
regulation of stem cell population maintenance (GO:2000036),19-Jan,0.208108353,0.409738624,0,0,4.512574303,7.083371675,HMGA2
folic acid metabolic process (GO:0046655),19-Jan,0.208108353,0.409738624,0,0,4.512574303,7.083371675,MTHFD2
regulation of water loss via skin (GO:0033561),19-Jan,0.208108353,0.409738624,0,0,4.512574303,7.083371675,MET
positive regulation of macrophage migration (GO:1905523),19-Jan,0.208108353,0.409738624,0,0,4.512574303,7.083371675,CSF1
maintenance of protein localization in organelle (GO:0072595),19-Jan,0.208108353,0.409738624,0,0,4.512574303,7.083371675,HK2
mesenchymal cell development (GO:0014031),19-Jan,0.208108353,0.409738624,0,0,4.512574303,7.083371675,NOLC1
protein import into mitochondrial matrix (GO:0030150),19-Jan,0.208108353,0.409738624,0,0,4.512574303,7.083371675,TIMM23
positive regulation of macromolecule biosynthetic process (GO:0010557),3/129,0.208848124,0.410662503,0,0,1.939340051,3.037293483,MTPN;IL1B;NMD3
cellular response to light stimulus (GO:0071482),2/70,0.210301503,0.41191959,0,0,2.392805056,3.730892862,RUVBL2;NOC2L
COPII-coated vesicle budding (GO:0090114),2/70,0.210301503,0.41191959,0,0,2.392805056,3.730892862,SEC23IP;CNIH1
snRNA transcription by RNA polymerase II (GO:0042795),2/70,0.210301503,0.41191959,0,0,2.392805056,3.730892862,GTF2F1;GTF2F2
regulation of primary metabolic process (GO:0080090),3/130,0.212007974,0.41220439,0,0,1.92397164,2.984332805,PSMD14;PSME3;PSMD3
positive regulation of canonical Wnt signaling pathway (GO:0090263),3/130,0.212007974,0.41220439,0,0,1.92397164,2.984332805,PSMD14;PSME3;PSMD3
cellular response to tumor necrosis factor (GO:0071356),4/194,0.212897968,0.41220439,0,0,1.716315789,2.655041416,PSMD14;TRAF3;PSME3;PSMD3
regulation of cellular macromolecule biosynthetic process (GO:2000112),8/468,0.214034966,0.41220439,0,0,1.421960206,2.192116438,PRMT5;MTPN;MYBBP1A;HMGA1;NOLC1;HMGA2;PHB;PUM3
regulation of endopeptidase activity (GO:0052548),2/71,0.214774402,0.41220439,0,0,2.358006947,3.627008697,PSME3;TIMP1
Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096),2/71,0.214774402,0.41220439,0,0,2.358006947,3.627008697,PAK1;ARPC1B
gland development (GO:0048732),2/71,0.214774402,0.41220439,0,0,2.358006947,3.627008697,MET;GFER
snRNA transcription (GO:0009301),2/71,0.214774402,0.41220439,0,0,2.358006947,3.627008697,GTF2F1;GTF2F2
protein targeting to lysosome (GO:0006622),20-Jan,0.217778604,0.41220439,0,0,4.274853801,6.516058384,M6PR
adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002460),20-Jan,0.217778604,0.41220439,0,0,4.274853801,6.516058384,PHB
protein-DNA complex disassembly (GO:0032986),20-Jan,0.217778604,0.41220439,0,0,4.274853801,6.516058384,HMGA1
cardiac ventricle development (GO:0003231),20-Jan,0.217778604,0.41220439,0,0,4.274853801,6.516058384,SCN5A
cellular modified amino acid biosynthetic process (GO:0042398),20-Jan,0.217778604,0.41220439,0,0,4.274853801,6.516058384,CNDP2
regulation of granulocyte chemotaxis (GO:0071622),20-Jan,0.217778604,0.41220439,0,0,4.274853801,6.516058384,CSF1
negative regulation of telomere maintenance via telomerase (GO:0032211),20-Jan,0.217778604,0.41220439,0,0,4.274853801,6.516058384,PINX1
nucleobase-containing compound biosynthetic process (GO:0034654),20-Jan,0.217778604,0.41220439,0,0,4.274853801,6.516058384,POLD2
oligodendrocyte differentiation (GO:0048709),20-Jan,0.217778604,0.41220439,0,0,4.274853801,6.516058384,EIF2B5
regulation of nuclear division (GO:0051783),20-Jan,0.217778604,0.41220439,0,0,4.274853801,6.516058384,PRMT5
regulation of protein kinase A signaling (GO:0010738),20-Jan,0.217778604,0.41220439,0,0,4.274853801,6.516058384,PRKAR2A
folic acid-containing compound metabolic process (GO:0006760),20-Jan,0.217778604,0.41220439,0,0,4.274853801,6.516058384,MTHFD2
positive regulation of epidermal cell differentiation (GO:0045606),20-Jan,0.217778604,0.41220439,0,0,4.274853801,6.516058384,NME2
inositol phosphate-mediated signaling (GO:0048016),20-Jan,0.217778604,0.41220439,0,0,4.274853801,6.516058384,NFATC1
positive regulation of nitrogen compound metabolic process (GO:0051173),20-Jan,0.217778604,0.41220439,0,0,4.274853801,6.516058384,MTPN
lipopolysaccharide-mediated signaling pathway (GO:0031663),20-Jan,0.217778604,0.41220439,0,0,4.274853801,6.516058384,IL1B
mesoderm formation (GO:0001707),20-Jan,0.217778604,0.41220439,0,0,4.274853801,6.516058384,HMGA2
miRNA metabolic process (GO:0010586),20-Jan,0.217778604,0.41220439,0,0,4.274853801,6.516058384,XPO5
production of small RNA involved in gene silencing by RNA (GO:0070918),20-Jan,0.217778604,0.41220439,0,0,4.274853801,6.516058384,TSNAX
cell morphogenesis involved in differentiation (GO:0000904),2/72,0.219256108,0.413968622,0,0,2.32420307,3.527012533,PEAK1;ACTN1
Fc-gamma receptor signaling pathway (GO:0038094),2/72,0.219256108,0.413968622,0,0,2.32420307,3.527012533,PAK1;ARPC1B
defense response to virus (GO:0051607),3/133,0.221548832,0.417277906,0,0,1.87928503,2.832293501,NDUFAF4;FLNA;PHB
regulation of actin filament polymerization (GO:0030833),2/73,0.223745746,0.417277906,0,0,2.291351414,3.430714302,MTPN;HAX1
chromatin assembly (GO:0031497),2/73,0.223745746,0.417277906,0,0,2.291351414,3.430714302,HMGA2;NOC2L
positive regulation of JNK cascade (GO:0046330),2/73,0.223745746,0.417277906,0,0,2.291351414,3.430714302,TRAF3;IL1B
endomembrane system organization (GO:0010256),4/199,0.225741525,0.417277906,0,0,1.671880342,2.488367566,NSFL1C;SEC23IP;REEP3;SURF4
actin nucleation (GO:0045010),21-Jan,0.227331244,0.417277906,0,0,4.06090535,6.015610371,ARPC1B
negative regulation of cell communication (GO:0010648),21-Jan,0.227331244,0.417277906,0,0,4.06090535,6.015610371,IL1B
purinergic nucleotide receptor signaling pathway (GO:0035590),21-Jan,0.227331244,0.417277906,0,0,4.06090535,6.015610371,IL1B
regulation of anoikis (GO:2000209),21-Jan,0.227331244,0.417277906,0,0,4.06090535,6.015610371,MYBBP1A
regulation of cardiac muscle contraction by calcium ion signaling (GO:0010882),21-Jan,0.227331244,0.417277906,0,0,4.06090535,6.015610371,GSTO1
regulation of cell-substrate junction assembly (GO:0090109),21-Jan,0.227331244,0.417277906,0,0,4.06090535,6.015610371,PEAK1
cellular response to estradiol stimulus (GO:0071392),21-Jan,0.227331244,0.417277906,0,0,4.06090535,6.015610371,RUVBL2
chondroitin sulfate biosynthetic process (GO:0030206),21-Jan,0.227331244,0.417277906,0,0,4.06090535,6.015610371,CHPF
regulation of lipid catabolic process (GO:0050994),21-Jan,0.227331244,0.417277906,0,0,4.06090535,6.015610371,IL1B
regulation of lipoprotein lipase activity (GO:0051004),21-Jan,0.227331244,0.417277906,0,0,4.06090535,6.015610371,ANGPTL4
nuclear envelope organization (GO:0006998),21-Jan,0.227331244,0.417277906,0,0,4.06090535,6.015610371,REEP3
regulation of transcription by RNA polymerase III (GO:0006359),21-Jan,0.227331244,0.417277906,0,0,4.06090535,6.015610371,POLR3G
regulation of transposition (GO:0010528),21-Jan,0.227331244,0.417277906,0,0,4.06090535,6.015610371,SMYD5
response to glucagon (GO:0033762),21-Jan,0.227331244,0.417277906,0,0,4.06090535,6.015610371,PRKAR2A
positive regulation of lipid storage (GO:0010884),21-Jan,0.227331244,0.417277906,0,0,4.06090535,6.015610371,EHD1
positive regulation of T cell cytokine production (GO:0002726),21-Jan,0.227331244,0.417277906,0,0,4.06090535,6.015610371,IL1B
myotube differentiation (GO:0014902),21-Jan,0.227331244,0.417277906,0,0,4.06090535,6.015610371,ADAM12
protein localization to chromatin (GO:0071168),21-Jan,0.227331244,0.417277906,0,0,4.06090535,6.015610371,RUVBL2
protein-containing complex assembly (GO:0065003),5/267,0.227927459,0.417436207,0,0,1.556581175,2.301759954,SEC23IP;CNIH1;ZNHIT6;TSPAN4;MDN1
regulation of stress fiber assembly (GO:0051492),2/74,0.228242458,0.417436207,0,0,2.259412305,3.33793554,PAK1;MET
Fc receptor mediated stimulatory signaling pathway (GO:0002431),2/74,0.228242458,0.417436207,0,0,2.259412305,3.33793554,PAK1;ARPC1B
amino acid import (GO:0043090),22-Jan,0.236767697,0.423707342,0,0,3.867332941,5.571572977,SFXN1
negative regulation of lipid biosynthetic process (GO:0051055),22-Jan,0.236767697,0.423707342,0,0,3.867332941,5.571572977,PRMT3
negative regulation of protein dephosphorylation (GO:0035308),22-Jan,0.236767697,0.423707342,0,0,3.867332941,5.571572977,TIPRL
cellular response to nerve growth factor stimulus (GO:1990090),22-Jan,0.236767697,0.423707342,0,0,3.867332941,5.571572977,EHD1
neuronal action potential (GO:0019228),22-Jan,0.236767697,0.423707342,0,0,3.867332941,5.571572977,SCN5A
regulation of macrophage chemotaxis (GO:0010758),22-Jan,0.236767697,0.423707342,0,0,3.867332941,5.571572977,CSF1
osteoclast differentiation (GO:0030316),22-Jan,0.236767697,0.423707342,0,0,3.867332941,5.571572977,CSF1
positive regulation of amyloid precursor protein catabolic process (GO:1902993),22-Jan,0.236767697,0.423707342,0,0,3.867332941,5.571572977,GSAP
positive regulation of calcium ion transmembrane transporter activity (GO:1901021),22-Jan,0.236767697,0.423707342,0,0,3.867332941,5.571572977,GSTO1
female gonad development (GO:0008585),22-Jan,0.236767697,0.423707342,0,0,3.867332941,5.571572977,EIF2B5
glutamate metabolic process (GO:0006536),22-Jan,0.236767697,0.423707342,0,0,3.867332941,5.571572977,ALDH18A1
glutathione derivative biosynthetic process (GO:1901687),22-Jan,0.236767697,0.423707342,0,0,3.867332941,5.571572977,GSTO1
glutathione derivative metabolic process (GO:1901685),22-Jan,0.236767697,0.423707342,0,0,3.867332941,5.571572977,GSTO1
positive regulation of lipid catabolic process (GO:0050996),22-Jan,0.236767697,0.423707342,0,0,3.867332941,5.571572977,IL1B
positive regulation of peptidase activity (GO:0010952),22-Jan,0.236767697,0.423707342,0,0,3.867332941,5.571572977,PSME3
positive regulation of translational initiation (GO:0045948),22-Jan,0.236767697,0.423707342,0,0,3.867332941,5.571572977,EIF2B5
regulation of cell division (GO:0051302),2/76,0.237253782,0.423707342,0,0,2.198123744,3.162275552,SMYD5;CSPP1
establishment of protein localization to organelle (GO:0072594),2/76,0.237253782,0.423707342,0,0,2.198123744,3.162275552,HK2;TNPO3
regulation of RNA splicing (GO:0043484),2/76,0.237253782,0.423707342,0,0,2.198123744,3.162275552,RRP1B;METTL16
water-soluble vitamin metabolic process (GO:0006767),2/76,0.237253782,0.423707342,0,0,2.198123744,3.162275552,GSTO1;MTHFD2
positive regulation of response to external stimulus (GO:0032103),3/139,0.240875691,0.429670151,0,0,1.795826214,2.556312436,IL1B;POLR3G;S100A8
proteasomal protein catabolic process (GO:0010498),4/205,0.241407775,0.430113852,0,0,1.621475954,2.304551503,NSFL1C;PSMD14;PSME3;PSMD3
import into nucleus (GO:0051170),2/77,0.241766776,0.430216944,0,0,2.168705234,3.079088116,SMN1;TNPO3
acylglycerol biosynthetic process (GO:0046463),23-Jan,0.246089372,0.430216944,0,0,3.691358025,5.175507315,LPGAT1
negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240),23-Jan,0.246089372,0.430216944,0,0,3.691358025,5.175507315,IL1B
negative regulation of G protein-coupled receptor signaling pathway (GO:0045744),23-Jan,0.246089372,0.430216944,0,0,3.691358025,5.175507315,MET
negative regulation of GTPase activity (GO:0034260),23-Jan,0.246089372,0.430216944,0,0,3.691358025,5.175507315,RRP1B
negative regulation of phosphoprotein phosphatase activity (GO:0032515),23-Jan,0.246089372,0.430216944,0,0,3.691358025,5.175507315,TIPRL
negative regulation of signal transduction in absence of ligand (GO:1901099),23-Jan,0.246089372,0.430216944,0,0,3.691358025,5.175507315,IL1B
"nucleotide-excision repair, DNA damage recognition (GO:0000715)",23-Jan,0.246089372,0.430216944,0,0,3.691358025,5.175507315,COPS5
regulation of mononuclear cell migration (GO:0071675),23-Jan,0.246089372,0.430216944,0,0,3.691358025,5.175507315,CSF1
regulation of protein export from nucleus (GO:0046825),23-Jan,0.246089372,0.430216944,0,0,3.691358025,5.175507315,IL1B
regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880),23-Jan,0.246089372,0.430216944,0,0,3.691358025,5.175507315,GSTO1
regulation of supramolecular fiber organization (GO:1902903),23-Jan,0.246089372,0.430216944,0,0,3.691358025,5.175507315,AEBP1
glucose 6-phosphate metabolic process (GO:0051156),23-Jan,0.246089372,0.430216944,0,0,3.691358025,5.175507315,HK2
positive regulation of interleukin-17 production (GO:0032740),23-Jan,0.246089372,0.430216944,0,0,3.691358025,5.175507315,PHB
positive regulation of JUN kinase activity (GO:0043507),23-Jan,0.246089372,0.430216944,0,0,3.691358025,5.175507315,PAK1
positive regulation of transcription initiation from RNA polymerase II promoter (GO:0060261),23-Jan,0.246089372,0.430216944,0,0,3.691358025,5.175507315,MED4
negative regulation of protein serine/threonine kinase activity (GO:0071901),2/78,0.246283613,0.430216944,0,0,2.140060896,2.998806363,IL1B;PRKAR2A
recombinational repair (GO:0000725),2/79,0.250803529,0.434511812,0,0,2.112160567,2.92129844,PSMD14;LIG3
organelle organization (GO:0006996),7/420,0.253924408,0.434511812,0,0,1.383322606,1.896146111,NSFL1C;SEC23IP;HAX1;SURF4;MICAL2;WDR73;PHB
regulation of cardiac muscle hypertrophy (GO:0010611),24-Jan,0.255297657,0.434511812,0,0,3.530685275,4.820533337,MTPN
negative regulation of lipid metabolic process (GO:0045833),24-Jan,0.255297657,0.434511812,0,0,3.530685275,4.820533337,IL1B
regulation of cell size (GO:0008361),24-Jan,0.255297657,0.434511812,0,0,3.530685275,4.820533337,MTPN
canonical glycolysis (GO:0061621),24-Jan,0.255297657,0.434511812,0,0,3.530685275,4.820533337,HK2
negative regulation of stress fiber assembly (GO:0051497),24-Jan,0.255297657,0.434511812,0,0,3.530685275,4.820533337,MET
negative regulation of synaptic transmission (GO:0050805),24-Jan,0.255297657,0.434511812,0,0,3.530685275,4.820533337,IL1B
defense response to fungus (GO:0050832),24-Jan,0.255297657,0.434511812,0,0,3.530685275,4.820533337,S100A8
regulation of monooxygenase activity (GO:0032768),24-Jan,0.255297657,0.434511812,0,0,3.530685275,4.820533337,IL1B
DNA packaging (GO:0006323),24-Jan,0.255297657,0.434511812,0,0,3.530685275,4.820533337,NOC2L
establishment of mitotic spindle orientation (GO:0000132),24-Jan,0.255297657,0.434511812,0,0,3.530685275,4.820533337,NSFL1C
regulation of ruffle assembly (GO:1900027),24-Jan,0.255297657,0.434511812,0,0,3.530685275,4.820533337,FAM98A
glucose catabolic process to pyruvate (GO:0061718),24-Jan,0.255297657,0.434511812,0,0,3.530685275,4.820533337,HK2
regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030947),24-Jan,0.255297657,0.434511812,0,0,3.530685275,4.820533337,IL1B
positive regulation of p38MAPK cascade (GO:1900745),24-Jan,0.255297657,0.434511812,0,0,3.530685275,4.820533337,IL1B
positive regulation of viral life cycle (GO:1903902),24-Jan,0.255297657,0.434511812,0,0,3.530685275,4.820533337,P4HB
protein kinase B signaling (GO:0043491),24-Jan,0.255297657,0.434511812,0,0,3.530685275,4.820533337,IL1B
ncRNA 3'-end processing (GO:0043628),24-Jan,0.255297657,0.434511812,0,0,3.530685275,4.820533337,ERI1
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237),2/80,0.255325781,0.434511812,0,0,2.08497563,2.846439955,IL1B;PSME3
regulation of NIK/NF-kappaB signaling (GO:1901222),2/80,0.255325781,0.434511812,0,0,2.08497563,2.846439955,IL1B;PHB
regulation of organelle organization (GO:0033043),2/80,0.255325781,0.434511812,0,0,2.08497563,2.846439955,SURF4;S100A8
regulation of protein localization to plasma membrane (GO:1903076),2/80,0.255325781,0.434511812,0,0,2.08497563,2.846439955,ZDHHC5;RANGRF
negative regulation of cellular process (GO:0048523),9/566,0.255692797,0.434649122,0,0,1.320073341,1.80028773,SMYD5;ACTN1;IL1B;PINX1;ARHGDIG;SMYD2;HMGA1;UTP20;PHB
ephrin receptor signaling pathway (GO:0048013),2/82,0.264374404,0.441529134,0,0,2.032644628,2.70420802,PAK1;ARPC1B
protein quality control for misfolded or incompletely synthesized proteins (GO:0006515),25-Jan,0.264393928,0.441529134,0,0,3.38340192,4.50099079,CLPP
acylglycerol homeostasis (GO:0055090),25-Jan,0.264393928,0.441529134,0,0,3.38340192,4.50099079,ANGPTL4
negative regulation of cell junction assembly (GO:1901889),25-Jan,0.264393928,0.441529134,0,0,3.38340192,4.50099079,IL1B
regulation of cAMP-mediated signaling (GO:0043949),25-Jan,0.264393928,0.441529134,0,0,3.38340192,4.50099079,PRKAR2A
regulation of cardiac muscle cell action potential (GO:0098901),25-Jan,0.264393928,0.441529134,0,0,3.38340192,4.50099079,RANGRF
cardiac conduction system development (GO:0003161),25-Jan,0.264393928,0.441529134,0,0,3.38340192,4.50099079,SCN5A
regulation of cholesterol transport (GO:0032374),25-Jan,0.264393928,0.441529134,0,0,3.38340192,4.50099079,NUS1
negative regulation of signaling (GO:0023057),25-Jan,0.264393928,0.441529134,0,0,3.38340192,4.50099079,IL1B
phosphatidylglycerol metabolic process (GO:0046471),25-Jan,0.264393928,0.441529134,0,0,3.38340192,4.50099079,LPGAT1
regulation of ryanodine-sensitive calcium-release channel activity (GO:0060314),25-Jan,0.264393928,0.441529134,0,0,3.38340192,4.50099079,GSTO1
positive regulation of ERBB signaling pathway (GO:1901186),25-Jan,0.264393928,0.441529134,0,0,3.38340192,4.50099079,PLAUR
response to hexose (GO:0009746),25-Jan,0.264393928,0.441529134,0,0,3.38340192,4.50099079,EIF2B5
positive regulation of lipid metabolic process (GO:0045834),25-Jan,0.264393928,0.441529134,0,0,3.38340192,4.50099079,IL1B
positive regulation of release of cytochrome c from mitochondria (GO:0090200),25-Jan,0.264393928,0.441529134,0,0,3.38340192,4.50099079,PLAUR
positive regulation of vascular endothelial growth factor production (GO:0010575),25-Jan,0.264393928,0.441529134,0,0,3.38340192,4.50099079,IL1B
positive regulation of protein modification process (GO:0031401),4/214,0.265347463,0.442634559,0,0,1.551269841,2.058093171,PAK1;IL1B;PLAUR;CAMKK2
extracellular structure organization (GO:0043062),4/216,0.270728337,0.449199955,0,0,1.536477987,2.007622686,ADAM12;TNC;ITGA7;CD44
negative regulation of cell development (GO:0010721),26-Jan,0.273379541,0.449199955,0,0,3.247901235,4.212184244,IL1B
purine-containing compound biosynthetic process (GO:0072522),26-Jan,0.273379541,0.449199955,0,0,3.247901235,4.212184244,PRPS1
negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902230),26-Jan,0.273379541,0.449199955,0,0,3.247901235,4.212184244,CD44
cellular response to drug (GO:0035690),26-Jan,0.273379541,0.449199955,0,0,3.247901235,4.212184244,IL1B
negative regulation of telomere maintenance via telomere lengthening (GO:1904357),26-Jan,0.273379541,0.449199955,0,0,3.247901235,4.212184244,PINX1
negative regulation of transposition (GO:0010529),26-Jan,0.273379541,0.449199955,0,0,3.247901235,4.212184244,SMYD5
endothelial cell development (GO:0001885),26-Jan,0.273379541,0.449199955,0,0,3.247901235,4.212184244,MET
glial cell development (GO:0021782),26-Jan,0.273379541,0.449199955,0,0,3.247901235,4.212184244,EIF2B5
hippo signaling (GO:0035329),26-Jan,0.273379541,0.449199955,0,0,3.247901235,4.212184244,MOB1A
positive regulation of interleukin-2 production (GO:0032743),26-Jan,0.273379541,0.449199955,0,0,3.247901235,4.212184244,IL1B
membrane depolarization during action potential (GO:0086010),26-Jan,0.273379541,0.449199955,0,0,3.247901235,4.212184244,SCN5A
TOR signaling (GO:0031929),26-Jan,0.273379541,0.449199955,0,0,3.247901235,4.212184244,TIPRL
external encapsulating structure organization (GO:0045229),4/217,0.27342606,0.449199955,0,0,1.529186228,1.982932548,ADAM12;TNC;ITGA7;CD44
"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)",2/85,0.277947247,0.456133969,0,0,1.95887683,2.507996904,ARF3;SURF4
negative regulation of catalytic activity (GO:0043086),27-Jan,0.282255836,0.457617623,0,0,3.122823678,3.950188955,TIMP1
negative regulation of cation channel activity (GO:2001258),27-Jan,0.282255836,0.457617623,0,0,3.122823678,3.950188955,GSTO1
negative regulation of insulin receptor signaling pathway (GO:0046627),27-Jan,0.282255836,0.457617623,0,0,3.122823678,3.950188955,IL1B
chondroitin sulfate proteoglycan biosynthetic process (GO:0050650),27-Jan,0.282255836,0.457617623,0,0,3.122823678,3.950188955,CHPF
peptidyl-lysine methylation (GO:0018022),27-Jan,0.282255836,0.457617623,0,0,3.122823678,3.950188955,SMYD2
regulation of vascular endothelial growth factor production (GO:0010574),27-Jan,0.282255836,0.457617623,0,0,3.122823678,3.950188955,IL1B
positive regulation of nitric oxide biosynthetic process (GO:0045429),27-Jan,0.282255836,0.457617623,0,0,3.122823678,3.950188955,IL1B
positive regulation of nuclear division (GO:0051785),27-Jan,0.282255836,0.457617623,0,0,3.122823678,3.950188955,IL1B
protein export from nucleus (GO:0006611),27-Jan,0.282255836,0.457617623,0,0,3.122823678,3.950188955,XPO5
negative regulation of actin filament bundle assembly (GO:0032232),27-Jan,0.282255836,0.457617623,0,0,3.122823678,3.950188955,MET
regulation of neuron death (GO:1901214),2/86,0.282468849,0.457617623,0,0,1.935458481,2.446781456,CSF1;SIGMAR1
positive regulation of endothelial cell migration (GO:0010595),2/86,0.282468849,0.457617623,0,0,1.935458481,2.446781456,NUS1;MET
actin filament organization (GO:0007015),3/152,0.283575738,0.458921078,0,0,1.638057312,2.064404377,TPM4;ACTN1;FLNA
positive regulation of Wnt signaling pathway (GO:0030177),3/153,0.286892594,0.460661775,0,0,1.627053942,2.031616626,PSMD14;PSME3;PSMD3
calcium ion transmembrane transport (GO:0070588),2/87,0.286988052,0.460661775,0,0,1.912591152,2.387515637,PMPCA;PHB
positive regulation of protein kinase activity (GO:0045860),3/154,0.290212572,0.460661775,0,0,1.616196312,1.999463722,PAK1;CSF1;HMGA2
negative regulation of calcium ion transmembrane transporter activity (GO:1901020),28-Jan,0.291024139,0.460661775,0,0,3.007011126,3.711701372,GSTO1
negative regulation of cellular response to insulin stimulus (GO:1900077),28-Jan,0.291024139,0.460661775,0,0,3.007011126,3.711701372,IL1B
receptor clustering (GO:0043113),28-Jan,0.291024139,0.460661775,0,0,3.007011126,3.711701372,FLNA
negative regulation of phosphatase activity (GO:0010923),28-Jan,0.291024139,0.460661775,0,0,3.007011126,3.711701372,TIPRL
cellular response to epidermal growth factor stimulus (GO:0071364),28-Jan,0.291024139,0.460661775,0,0,3.007011126,3.711701372,PTPN12
