Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
myotube cell development (GO:0014904),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,ACTA1;SELENON
negative regulation of activated T cell proliferation (GO:0046007),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,PRNP;RC3H1
negative regulation of cholesterol transport (GO:0032375),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,PLA2G10;NFKB1
negative regulation of defense response to virus (GO:0050687),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,C1QBP;PCBP2
negative regulation of homotypic cell-cell adhesion (GO:0034111),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,SERPINE2;RDX
negative regulation of lymphocyte migration (GO:2000402),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,MIA3;WASL
negative regulation of protein localization to cell surface (GO:2000009),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,GOPC;COMMD1
negative regulation of T-helper cell differentiation (GO:0045623),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,RC3H1;SMAD7
PERK-mediated unfolded protein response (GO:0036499),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,HSPA5;EIF2S1
phosphorylated carbohydrate dephosphorylation (GO:0046838),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,PTEN;SYNJ2
positive regulation of cellular extravasation (GO:0002693),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,PLVAP;MDK
positive regulation of ceramide biosynthetic process (GO:2000304),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,RACK1;PLA2G6
positive regulation of epidermal growth factor-activated receptor activity (GO:0045741),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,FBXW7;HBEGF
positive regulation of keratinocyte proliferation (GO:0010838),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,TGM1;MDK
positive regulation of lipid localization (GO:1905954),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,PLA2G10;NFKB1
positive regulation of neuroblast proliferation (GO:0002052),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,KDM1A;CTNNB1
positive regulation of phospholipid transport (GO:2001140),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,PRELID1;DBI
positive regulation of sphingolipid biosynthetic process (GO:0090154),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,RACK1;PLA2G6
positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress (GO:1990440),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,CEBPB;HSPA5
positive regulation of transforming growth factor beta production (GO:0071636),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,THBS1;BMPR1A
regulation of amyloid precursor protein biosynthetic process (GO:0042984),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,SOAT1;AGO2
regulation of calcium ion transmembrane transport via high voltage-gated calcium channel (GO:1902514),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,CAMK2D;SESTD1
regulation of cardiac muscle cell differentiation (GO:2000725),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,EFNB2;FZD7
regulation of coagulation (GO:0050818),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,F2R;F2RL1
regulation of lamellipodium morphogenesis (GO:2000392),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,PDPN;CORO1C
regulation of mesenchymal cell proliferation (GO:0010464),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,MYC;FGFR2
regulation of mitochondrial depolarization (GO:0051900),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,MLLT11;RACK1
regulation of phospholipase activity (GO:0010517),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,FGFR2;FGFR1
regulation of stress-activated protein kinase signaling cascade (GO:0070302),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,MAPK1;MAPK3
regulation of synapse maturation (GO:0090128),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,CDC20;YWHAZ
regulation of toll-like receptor 9 signaling pathway (GO:0034163),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,PTPRS;HMGB1
response to prostaglandin E (GO:0034695),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,GNG2;GNB1
telomere maintenance via recombination (GO:0000722),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,ERCC1;SMC6
vasoconstriction (GO:0042310),11-Feb,0.73346096,0.999996398,0,0,0.787552727,0.244126309,ACTA2;PIK3C2A
cellular respiration (GO:0045333),8/42,0.735023033,0.999996398,0,0,0.833679249,0.256651027,SURF1;NDUFA5;BLOC1S1;MDH2;CYCS;NDUFS1;SDHAF4;MTFR1L
regulation of double-strand break repair (GO:2000779),8/42,0.735023033,0.999996398,0,0,0.833679249,0.256651027,ACTR2;PPP4C;KDM1A;UBR5;SPIRE1;TRIP12;DEK;PML
acyl-CoA metabolic process (GO:0006637),7/37,0.735397425,0.999996398,0,0,0.826756183,0.254098727,HMGCS1;ACOT2;OGDH;DLST;ACOT13;DBI;ACACA
anterograde axonal transport (GO:0008089),7/37,0.735397425,0.999996398,0,0,0.826756183,0.254098727,AP3M1;SNAPIN;BLOC1S1;KIF5B;KIF1B;KIF1A;MGARP
glutamine family amino acid metabolic process (GO:0009064),7/37,0.735397425,0.999996398,0,0,0.826756183,0.254098727,GLUD1;GCLC;GOT1;PYCR2;GCLM;NIT2;GLS
negative regulation of G1/S transition of mitotic cell cycle (GO:2000134),7/37,0.735397425,0.999996398,0,0,0.826756183,0.254098727,PLK3;PRMT2;CDK4;FHL1;PTEN;CDC73;E2F7
"phagocytosis, engulfment (GO:0006911)",7/37,0.735397425,0.999996398,0,0,0.826756183,0.254098727,CDC42;ITGAM;GSN;MYH9;RAC1;THBS1;ARHGAP12
positive regulation of exocytosis (GO:0045921),7/37,0.735397425,0.999996398,0,0,0.826756183,0.254098727,TSG101;PDCD6IP;RAB15;VPS4B;CHMP2A;RAB27A;SDC1
regulation of erythrocyte differentiation (GO:0045646),7/37,0.735397425,0.999996398,0,0,0.826756183,0.254098727,HSPA9;MED1;ZFP36;MAPK14;ETS1;HIF1A;ZFP36L1
response to peptide hormone (GO:0043434),10/52,0.736338173,0.999996398,0,0,0.843554457,0.258183163,EIF2B3;XBP1;CREB1;ROCK1;EIF6;ROCK2;SORT1;EIF2B1;KHK;ZFP36L1
sprouting angiogenesis (GO:0002040),10/52,0.736338173,0.999996398,0,0,0.843554457,0.258183163,EFNB2;PTK2B;MIA3;SEMA3E;PARVA;THBS1;TDGF1;E2F7;LOXL2;E2F8
cellular response to topologically incorrect protein (GO:0035967),6/32,0.736892963,0.999996398,0,0,0.817694933,0.249652591,HSPA9;HSPA8;HSPA5;BAX;TMBIM6;OPTN
endodermal cell differentiation (GO:0035987),6/32,0.736892963,0.999996398,0,0,0.817694933,0.249652591,MMP14;COL4A2;LEO1;LAMB1;RTF1;CDC73
intra-Golgi vesicle-mediated transport (GO:0006891),6/32,0.736892963,0.999996398,0,0,0.817694933,0.249652591,COPB2;COPB1;GOSR2;RAB6A;COPZ1;VTI1B
negative regulation of cell-matrix adhesion (GO:0001953),6/32,0.736892963,0.999996398,0,0,0.817694933,0.249652591,DUSP22;RCC2;PTEN;SEMA3E;THBS1;CORO1C
negative regulation of DNA biosynthetic process (GO:2000279),6/32,0.736892963,0.999996398,0,0,0.817694933,0.249652591,STN1;GNL3L;HNRNPU;NAT10;HNRNPC;HNRNPA1
negative regulation of double-strand break repair (GO:2000780),6/32,0.736892963,0.999996398,0,0,0.817694933,0.249652591,SMCHD1;RIF1;UBR5;TRIP12;NUDT16L1;UBQLN4
protein K63-linked deubiquitination (GO:0070536),6/32,0.736892963,0.999996398,0,0,0.817694933,0.249652591,OTUD4;USP25;USP7;ZRANB1;PSMD14;BRCC3
regulation of cell migration involved in sprouting angiogenesis (GO:0090049),6/32,0.736892963,0.999996398,0,0,0.817694933,0.249652591,CARD10;FGFBP1;PDCD10;PIK3C2A;THBS1;RHOA
regulation of dendritic spine morphogenesis (GO:0061001),6/32,0.736892963,0.999996398,0,0,0.817694933,0.249652591,ABI2;CAPRIN1;CFL1;PTEN;KIF1A;DBN1
glucose metabolic process (GO:0006006),12/62,0.739239634,0.999996398,0,0,0.850252905,0.256889582,TPI1;GOT1;MDH1;MDH2;PGAM1;AKR1A1;PGK1;ENO1;ALDOA;ENO3;SLC39A14;GAPDH
melanosome organization (GO:0032438),27-May,0.740103641,0.999996398,0,0,0.805329225,0.242375948,TRAPPC6A;SNAPIN;BLOC1S1;KIF13A;SHROOM2
regulation of Wnt signaling pathway (GO:0030111),22/111,0.745411676,0.999996398,0,0,0.875526966,0.257246132,APP;ZRANB1;CSNK2A1;ITGA3;FZD7;CDC73;SMARCA4;PPP1CA;PPP2CA;SFRP2;HMGXB4;PTK7;TMEM237;RACK1;SPIN1;GPC3;DACT3;CTNNB1;CDK14;EMD;FOLR1;FGFR2
amino acid import (GO:0043090),22-Apr,0.746095373,0.999996398,0,0,0.787456094,0.23064734,SLC6A6;SLC1A3;SFXN1;SLC16A2
glutathione derivative biosynthetic process (GO:1901687),22-Apr,0.746095373,0.999996398,0,0,0.787456094,0.23064734,MGST3;ESD;AKR1A1;MGST1
glutathione derivative metabolic process (GO:1901685),22-Apr,0.746095373,0.999996398,0,0,0.787456094,0.23064734,MGST3;ESD;AKR1A1;MGST1
heme biosynthetic process (GO:0006783),22-Apr,0.746095373,0.999996398,0,0,0.787456094,0.23064734,PGRMC1;CPOX;TSPO;ABCG2
lipid droplet organization (GO:0034389),22-Apr,0.746095373,0.999996398,0,0,0.787456094,0.23064734,SQLE;RAB18;PPIA;PPID
microglial cell activation (GO:0001774),22-Apr,0.746095373,0.999996398,0,0,0.787456094,0.23064734,APP;ITGAM;IFNGR1;CLU
mitochondrial calcium ion homeostasis (GO:0051560),22-Apr,0.746095373,0.999996398,0,0,0.787456094,0.23064734,FIS1;RAP1GDS1;ANXA6;PDZD8
negative regulation of cyclin-dependent protein kinase activity (GO:1904030),22-Apr,0.746095373,0.999996398,0,0,0.787456094,0.23064734,CDKN1C;LATS2;PTEN;IPO5
negative regulation of small molecule metabolic process (GO:0062014),22-Apr,0.746095373,0.999996398,0,0,0.787456094,0.23064734,BCKDK;GSK3A;EP300;ERFE
organelle fusion (GO:0048284),22-Apr,0.746095373,0.999996398,0,0,0.787456094,0.23064734,FIS1;CHCHD3;MIGA1;BAX
osteoclast differentiation (GO:0030316),22-Apr,0.746095373,0.999996398,0,0,0.787456094,0.23064734,ANXA2;GLO1;MAPK14;FOXP1
phosphatidylserine acyl-chain remodeling (GO:0036150),22-Apr,0.746095373,0.999996398,0,0,0.787456094,0.23064734,PLA2G12A;PLA2G1B;PLA2G10;MBOAT1
positive regulation of granulocyte chemotaxis (GO:0071624),22-Apr,0.746095373,0.999996398,0,0,0.787456094,0.23064734,MDK;C1QBP;RAC1;DNM1L
positive regulation of neutrophil migration (GO:1902624),22-Apr,0.746095373,0.999996398,0,0,0.787456094,0.23064734,MDK;C1QBP;RAC1;DNM1L
protein import into peroxisome membrane (GO:0045046),22-Apr,0.746095373,0.999996398,0,0,0.787456094,0.23064734,ATAD1;FIS1;PEX19;PEX2
regulation of chromosome organization (GO:0033044),22-Apr,0.746095373,0.999996398,0,0,0.787456094,0.23064734,MYC;HNRNPD;BUB1;WAPL
regulation of lipid storage (GO:0010883),22-Apr,0.746095373,0.999996398,0,0,0.787456094,0.23064734,FBXW7;PLA2G10;MEST;NFKB1
regulation of vacuole organization (GO:0044088),22-Apr,0.746095373,0.999996398,0,0,0.787456094,0.23064734,LAPTM4B;ANXA2;ENO1;ENO3
protein targeting to membrane (GO:0006612),17/87,0.749401334,0.999996398,0,0,0.860248306,0.248164958,ATAD1;SRP19;FIS1;TRAM1;PRKCI;PEX19;ZDHHC20;SSR2;ZDHHC6;PEX2;SRP14;SEC61A1;MYO1C;NACA;SSR1;SEC62;GOLGA7
negative regulation of intracellular signal transduction (GO:1902532),40/198,0.755989348,0.999996398,0,0,0.896380171,0.250742626,URI1;GSK3A;DGKD;DDX3X;PDCD6;WWC1;PDE3B;ITPR1;PTEN;PEBP1;PIK3CB;NOC2L;LIMD1;ADIPOR1;THBS1;ARHGAP12;SPRED1;TMSB4X;DAG1;RACK1;MARK3;CGNL1;MCL1;DUSP3;PLEKHA1;UBE2B;DUSP1;RIOK3;PLAUR;PPP2R5C;MAPK14;CD2AP;CDC34;PIK3IP1;DDIT4;TBC1D7;MYADM;TRIM59;AJUBA;BCL2L1
cell junction assembly (GO:0034329),20/102,0.756221607,0.999996398,0,0,0.863874491,0.241384514,RYK;CTNND1;PTEN;GRHL2;ACTB;RHOA;ACTG1;CDC42;TJP1;VMP1;PARD6B;CDH1;CAPZA1;PKP2;FLNA;ITGA6;FLNC;TLN1;FERMT2;LIMS1
negative regulation of amyloid-beta formation (GO:1902430),17-Mar,0.756999119,0.999996398,0,0,0.759354902,0.211399233,PRNP;ROCK1;CLU
negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902254),17-Mar,0.756999119,0.999996398,0,0,0.759354902,0.211399233,KDM1A;TAF9;MIF
negative regulation of phagocytosis (GO:0050765),17-Mar,0.756999119,0.999996398,0,0,0.759354902,0.211399233,SYT11;RACK1;HMGB1
negative regulation of vascular associated smooth muscle cell proliferation (GO:1904706),17-Mar,0.756999119,0.999996398,0,0,0.759354902,0.211399233,CNN1;TPM1;PTEN
positive regulation of blood coagulation (GO:0030194),17-Mar,0.756999119,0.999996398,0,0,0.759354902,0.211399233,F2R;F3;THBS1
positive regulation of cardiac muscle tissue growth (GO:0055023),17-Mar,0.756999119,0.999996398,0,0,0.759354902,0.211399233,RBPJ;FGFR2;BMPR1A
positive regulation of stem cell differentiation (GO:2000738),17-Mar,0.756999119,0.999996398,0,0,0.759354902,0.211399233,TGFB2;TCF15;TACSTD2
positive regulation of transcription of Notch receptor target (GO:0007221),17-Mar,0.756999119,0.999996398,0,0,0.759354902,0.211399233,WWC1;EP300;RBPJ
preassembly of GPI anchor in ER membrane (GO:0016254),17-Mar,0.756999119,0.999996398,0,0,0.759354902,0.211399233,PIGQ;PIGM;PIGF
protein heterooligomerization (GO:0051291),17-Mar,0.756999119,0.999996398,0,0,0.759354902,0.211399233,CPSF6;MAT2A;FARSB
purine ribonucleotide transport (GO:0015868),17-Mar,0.756999119,0.999996398,0,0,0.759354902,0.211399233,SLC25A4;SLC19A1;SLC25A24
pyrimidine-containing compound catabolic process (GO:0072529),17-Mar,0.756999119,0.999996398,0,0,0.759354902,0.211399233,NT5C;DPYSL2;CRMP1
regulation of cellular respiration (GO:0043457),17-Mar,0.756999119,0.999996398,0,0,0.759354902,0.211399233,PRELID1;VCP;IDE
regulation of cellular response to growth factor stimulus (GO:0090287),17-Mar,0.756999119,0.999996398,0,0,0.759354902,0.211399233,TWSG1;ITGA3;FSTL1
regulation of metal ion transport (GO:0010959),17-Mar,0.756999119,0.999996398,0,0,0.759354902,0.211399233,ANK2;SRI;CAMK2G
regulation of osteoblast proliferation (GO:0033688),17-Mar,0.756999119,0.999996398,0,0,0.759354902,0.211399233,PLXNB1;RHOA;FGFR2
"retrograde protein transport, ER to cytosol (GO:0030970)",17-Mar,0.756999119,0.999996398,0,0,0.759354902,0.211399233,VCP;SEC61B;HSP90B1
negative regulation of cysteine-type endopeptidase activity (GO:2000117),10/53,0.758733825,0.999996398,0,0,0.823883949,0.227477863,YWHAE;BEX3;DDX3X;CSNK2A1;LAMP3;RPS6KA1;SFN;DHCR24;THBS1;MT3
positive regulation of NIK/NF-kappaB signaling (GO:1901224),10/53,0.758733825,0.999996398,0,0,0.823883949,0.227477863,APP;DDX3X;RPS3;EP300;ACTN4;PHB;PHB2;RHOA;TRIM44;LIMS1
base-excision repair (GO:0006284),9/48,0.758917903,0.999996398,0,0,0.817570408,0.22553634,PCNA;RFC4;PARP1;RFC1;RFC2;TDG;RPA3;HUWE1;RPA1
histone H4 acetylation (GO:0043967),9/48,0.758917903,0.999996398,0,0,0.817570408,0.22553634,MORF4L1;KMT2A;RUVBL2;MORF4L2;RUVBL1;HAT1;BEND3;EP300;JADE2
muscle organ development (GO:0007517),11/58,0.759055676,0.999996398,0,0,0.829118403,0.228571485,SGCE;FXR1;TAGLN;EVC;FHL1;SPEG;SRI;UTRN;EMD;MAPK12;HBEGF
positive regulation of Ras protein signal transduction (GO:0046579),12/63,0.75975854,0.999996398,0,0,0.833527669,0.229015567,PRAG1;SHC1;LPAR6;F2R;F2RL1;ARRB1;SHOC2;PIK3CB;RAC1;LPAR4;F11R;RASGRP4
myofibril assembly (GO:0030239),8/43,0.759785928,0.999996398,0,0,0.809807811,0.222469235,KRT19;CSRP2;WDR1;SIX4;TMOD3;TMOD2;TPM1;CFLAR
tRNA aminoacylation for protein translation (GO:0006418),8/43,0.759785928,0.999996398,0,0,0.809807811,0.222469235,AIMP1;AIMP2;LARS2;PPA1;DARS2;IARS2;EEF1E1;FARSB
positive regulation of production of molecular mediator of immune response (GO:0002702),7/38,0.761600229,0.999996398,0,0,0.800035239,0.217876393,TRIM6;XBP1;F2RL1;PHB;PHB2;IL2;VAMP3
ventricular septum development (GO:0003281),7/38,0.761600229,0.999996398,0,0,0.800035239,0.217876393,TGFB2;HECTD1;SOX11;MATR3;SOX4;SMAD7;BMPR1A
negative regulation of cell adhesion (GO:0007162),14/73,0.761970546,0.999996398,0,0,0.840541971,0.22849913,CD164;SEMA6A;DUSP1;FZD7;PDE3B;MIA3;SPINT2;GTPBP4;RHOA;CDH1;MDK;PODXL;ARHGDIA;PLXNB1
positive regulation of JNK cascade (GO:0046330),14/73,0.761970546,0.999996398,0,0,0.840541971,0.22849913,APP;GADD45A;FZD7;WNT7B;HMGB1;MAPK8IP1;GADD45G;DUSP22;TRAF4;TAOK3;TAOK1;MBIP;PTK2B;F2RL1
actin filament bundle assembly (GO:0051017),6/33,0.764763822,0.999996398,0,0,0.787359373,0.21116051,CALD1;SHROOM2;ESPN;EZR;HSP90B1;AIF1L
phosphatidylcholine biosynthetic process (GO:0006656),6/33,0.764763822,0.999996398,0,0,0.787359373,0.21116051,PCYT1B;CHKA;CSNK2A1;SLC44A2;CSNK2A2;PCTP
positive regulation of peptidyl-serine phosphorylation (GO:0033138),18/93,0.768246015,0.999996398,0,0,0.850047912,0.224111107,APP;HSP90AA1;HSP90AB1;RAMP3;TFRC;DOCK7;BRAF;PARK7;MIF;STK4;TRIM6;PAK1;HAX1;SFRP2;PDCD10;AKAP9;SPRY2;CNOT9
regulation of epithelial cell proliferation (GO:0050678),18/93,0.768246015,0.999996398,0,0,0.850047912,0.224111107,CDKN1C;YAP1;TGFB2;HPN;NME2;PEX2;LAMB1;CDC73;MTSS1;NME1;ZFP36L1;ZFP36;SFRP2;SIX4;MYC;SRSF6;FGFR2;LIMS1
cellular response to interleukin-6 (GO:0071354),28-May,0.769929709,0.999996398,0,0,0.770265459,0.201390568,YAP1;PHB;TDGF1;NFKB1;JAK1
leukocyte cell-cell adhesion (GO:0007159),28-May,0.769929709,0.999996398,0,0,0.770265459,0.201390568,ITGB1;ROCK1;MSN;F11R;EZR
macromolecule catabolic process (GO:0009057),28-May,0.769929709,0.999996398,0,0,0.770265459,0.201390568,SH3GLB1;NEDD4;IDE;UCHL3;CLN6
nucleotide-binding oligomerization domain containing signaling pathway (GO:0070423),28-May,0.769929709,0.999996398,0,0,0.770265459,0.201390568,UBB;UBC;UBE2N;UBE2V1;RPS27A
positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway (GO:0051482),28-May,0.769929709,0.999996398,0,0,0.770265459,0.201390568,CALCA;LPAR6;F2R;F2RL1;LPAR4
positive regulation of monooxygenase activity (GO:0032770),28-May,0.769929709,0.999996398,0,0,0.770265459,0.201390568,DHFR;NUS1;PARK7;PIK3CB;HIF1A
protein localization to cell surface (GO:0034394),28-May,0.769929709,0.999996398,0,0,0.770265459,0.201390568,FLNA;CTNNB1;ANK2;PTPRK;ARF6
regulation of immunoglobulin production (GO:0002637),28-May,0.769929709,0.999996398,0,0,0.770265459,0.201390568,XBP1;PHB;PHB2;IL2;VAMP3
regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0061178),28-May,0.769929709,0.999996398,0,0,0.770265459,0.201390568,KLF7;PPP3CB;PIM3;EFNA5;PLA2G6
regulation of neuron migration (GO:2001222),28-May,0.769929709,0.999996398,0,0,0.770265459,0.201390568,SEMA6A;MDK;PLAA;ARHGEF2;KIF20B
regulation of protein transport (GO:0051223),28-May,0.769929709,0.999996398,0,0,0.770265459,0.201390568,RHBDF1;HSPA8;RHBDF2;CHP1;GAPVD1
regulation of sodium ion transmembrane transport (GO:1902305),28-May,0.769929709,0.999996398,0,0,0.770265459,0.201390568,CAMK2D;COMMD1;UTRN;YWHAH;PTPN3
sarcomere organization (GO:0045214),28-May,0.769929709,0.999996398,0,0,0.770265459,0.201390568,KRT19;CSRP2;WDR1;SIX4;TPM1
ventricular septum morphogenesis (GO:0060412),28-May,0.769929709,0.999996398,0,0,0.770265459,0.201390568,TGFB2;SOX11;SOX4;SMAD7;BMPR1A
supramolecular fiber organization (GO:0097435),72/351,0.770511594,0.999996398,0,0,0.913270591,0.23809017,APP;COL18A1;HSP90AB1;STMN2;PPP1R9A;LOXL2;PCM1;SLK;MPRIP;STMN1;CHP1;RAC1;CGNL1;TPM4;DST;ACTN1;TMOD3;TPM2;TMOD2;TPM1;SHROOM2;RHOC;HSPG2;CKAP5;RHOA;SHROOM4;CD2AP;CLIP3;KIF2A;COL4A2;MAP7D3;COL4A1;PXDN;ITGA6;ARHGEF2;ALDOA;PPIB;DBN1;PLEC;CALCA;CD151;PLA2G1B;VPS4B;RHOBTB3;FIGNL2;FIGN;ARHGAP12;CORO1C;SPTA1;CDC42;UBB;UBC;SERPINH1;FSD1;RPS27A;CARMIL1;PLK3;TGFB2;MARCKSL1;GSN;USP9X;CRIPT;MYO5A;FKBP1A;TPPP3;MARCKS;BMP1;MYO1C;HOOK1;FAT1;P4HB;BCAR1
5S class rRNA transcription by RNA polymerase III (GO:0042791),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,GTF3C6
activation of Janus kinase activity (GO:0042976),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,PTK2B
activation of transmembrane receptor protein tyrosine kinase activity (GO:0007171),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,NRG1
adiponectin-activated signaling pathway (GO:0033211),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,ADIPOR1
aminophospholipid transport (GO:0015917),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,ATP11B
amylin receptor signaling pathway (GO:0097647),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,RAMP3
"anterior/posterior axis specification, embryo (GO:0008595)",06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,TDGF1
aspartate metabolic process (GO:0006531),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,GOT1
astrocyte development (GO:0014002),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,MT3
cellular heat acclimation (GO:0070370),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,RBBP7
cellular response to cold (GO:0070417),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,FOXO1
cellular response to granulocyte macrophage colony-stimulating factor stimulus (GO:0097011),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,ZFP36
cellular response to lipoteichoic acid (GO:0071223),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,MAPK14
cellular triglyceride homeostasis (GO:0035356),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,XBP1
choline catabolic process (GO:0042426),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,ALDH7A1
choline transport (GO:0015871),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,SLC44A2
chromatin organization involved in negative regulation of transcription (GO:0097549),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,SMCHD1
dehydroascorbic acid transport (GO:0070837),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,SLC23A1
dendrite extension (GO:0097484),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,LLPH
dermatan sulfate proteoglycan metabolic process (GO:0050655),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,DSE
diadenosine polyphosphate catabolic process (GO:0015961),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,NUDT4
double-strand break repair via classical nonhomologous end joining (GO:0097680),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,XRCC6
embryonic hindlimb morphogenesis (GO:0035116),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,RARG
epithelial tube branching involved in lung morphogenesis (GO:0060441),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,FGFR2
erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process (GO:1902221),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,ASRGL1
establishment of lymphocyte polarity (GO:0001767),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,SNX27
"establishment of mitochondrion localization, microtubule-mediated (GO:0034643)",06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,UBB
gamma-aminobutyric acid transport (GO:0015812),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,SLC6A6
glomerular epithelial cell differentiation (GO:0072311),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,BASP1
growth hormone secretion (GO:0030252),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,LTBP4
guanine nucleotide transmembrane transport (GO:1903790),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,SLC19A1
heat acclimation (GO:0010286),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,RBBP7
"heparan sulfate proteoglycan biosynthetic process, enzymatic modification (GO:0015015)",06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,HS6ST2
histone H4-K12 acetylation (GO:0043983),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,JADE2
inner ear auditory receptor cell differentiation (GO:0042491),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,SLC4A7
isoleucine metabolic process (GO:0006549),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,HSD17B10
L-arginine transmembrane transport (GO:1903400),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,SLC7A3
L-ornithine transmembrane transport (GO:1903352),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,SLC7A3
leukocyte chemotaxis involved in inflammatory response (GO:0002232),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,MDK
lymphocyte apoptotic process (GO:0070227),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,BAX
macromolecule biosynthetic process (GO:0009059),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,EIF4G2
magnesium ion homeostasis (GO:0010960),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,CNNM4
megakaryocyte development (GO:0035855),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,MED1
