Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
"positive regulation of mRNA splicing, via spliceosome (GO:0048026)",18-Jan,0.164791125,0.323507001,0,0,5.877599525,10.59776169,PRDX6
positive regulation of phosphoprotein phosphatase activity (GO:0032516),18-Jan,0.164791125,0.323507001,0,0,5.877599525,10.59776169,CALM1
cytokine-mediated signaling pathway (GO:0019221),9/621,0.167600625,0.326302668,0,0,1.485216718,2.652851569,CNN2;CDC42;ANXA2;TMSB4X;ACTN4;GBP2;F3;YWHAZ;HSP90B1
proteolysis involved in cellular protein catabolic process (GO:0051603),2/74,0.16786566,0.326302668,0,0,2.781866892,4.964495352,CAPN2;CUL4B
"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",2/74,0.16786566,0.326302668,0,0,2.781866892,4.964495352,RPS6KA6;SFN
Fc receptor mediated stimulatory signaling pathway (GO:0002431),2/74,0.16786566,0.326302668,0,0,2.781866892,4.964495352,CDC42;ACTB
mitotic nuclear division (GO:0140014),2/74,0.16786566,0.326302668,0,0,2.781866892,4.964495352,STAG2;FLNA
negative regulation of protein binding (GO:0032091),2/74,0.16786566,0.326302668,0,0,2.781866892,4.964495352,ACTB;PTPRF
negative regulation of DNA-binding transcription factor activity (GO:0043433),3/143,0.170824729,0.326302668,0,0,2.149526239,3.798464846,ID2;TMSB4X;FLNA
neuron development (GO:0048666),3/143,0.170824729,0.326302668,0,0,2.149526239,3.798464846,NEDD4;STMN2;LAMB1
regulation of cell growth (GO:0001558),4/217,0.170952554,0.326302668,0,0,1.886409053,3.332094895,CDC42;GJA1;FHL1;ENO1
fibroblast growth factor receptor signaling pathway (GO:0008543),2/75,0.171399791,0.326302668,0,0,2.743620054,4.839077678,SPRED1;ESRP1
response to amino acid starvation (GO:1990928),2/75,0.171399791,0.326302668,0,0,2.743620054,4.839077678,IMPACT;LARP1
Rac protein signal transduction (GO:0016601),19-Jan,0.173108927,0.326302668,0,0,5.550785634,9.735157942,ABI2
cardiac muscle cell contraction (GO:0086003),19-Jan,0.173108927,0.326302668,0,0,5.550785634,9.735157942,PKP2
regulation of histone H3-K4 methylation (GO:0051569),19-Jan,0.173108927,0.326302668,0,0,5.550785634,9.735157942,DNMT3B
regulation of mitochondrial membrane permeability (GO:0046902),19-Jan,0.173108927,0.326302668,0,0,5.550785634,9.735157942,BNIP3
diol metabolic process (GO:0034311),19-Jan,0.173108927,0.326302668,0,0,5.550785634,9.735157942,CALM1
establishment of skin barrier (GO:0061436),19-Jan,0.173108927,0.326302668,0,0,5.550785634,9.735157942,SFN
fatty acid transmembrane transport (GO:1902001),19-Jan,0.173108927,0.326302668,0,0,5.550785634,9.735157942,SLC2A1
glycerolipid catabolic process (GO:0046503),19-Jan,0.173108927,0.326302668,0,0,5.550785634,9.735157942,PRDX6
regulation of water loss via skin (GO:0033561),19-Jan,0.173108927,0.326302668,0,0,5.550785634,9.735157942,SFN
response to ATP (GO:0033198),19-Jan,0.173108927,0.326302668,0,0,5.550785634,9.735157942,HSP90B1
response to fatty acid (GO:0070542),19-Jan,0.173108927,0.326302668,0,0,5.550785634,9.735157942,GLDC
leukotriene biosynthetic process (GO:0019370),19-Jan,0.173108927,0.326302668,0,0,5.550785634,9.735157942,PLA2G1B
maintenance of protein localization in organelle (GO:0072595),19-Jan,0.173108927,0.326302668,0,0,5.550785634,9.735157942,HSPA5
ureteric bud development (GO:0001657),19-Jan,0.173108927,0.326302668,0,0,5.550785634,9.735157942,GPC3
vesicle transport along actin filament (GO:0030050),19-Jan,0.173108927,0.326302668,0,0,5.550785634,9.735157942,ACTN4
myeloid cell activation involved in immune response (GO:0002275),19-Jan,0.173108927,0.326302668,0,0,5.550785634,9.735157942,ENPP3
negative regulation of amyloid precursor protein catabolic process (GO:1902992),19-Jan,0.173108927,0.326302668,0,0,5.550785634,9.735157942,CLU
NLS-bearing protein import into nucleus (GO:0006607),19-Jan,0.173108927,0.326302668,0,0,5.550785634,9.735157942,IPO5
nucleotide-sugar biosynthetic process (GO:0009226),19-Jan,0.173108927,0.326302668,0,0,5.550785634,9.735157942,GFPT2
pore complex assembly (GO:0046931),19-Jan,0.173108927,0.326302668,0,0,5.550785634,9.735157942,AFDN
positive regulation of actin cytoskeleton reorganization (GO:2000251),19-Jan,0.173108927,0.326302668,0,0,5.550785634,9.735157942,CDC42
positive regulation of focal adhesion assembly (GO:0051894),19-Jan,0.173108927,0.326302668,0,0,5.550785634,9.735157942,S100A10
positive regulation of leukocyte activation (GO:0002696),19-Jan,0.173108927,0.326302668,0,0,5.550785634,9.735157942,THBS1
positive regulation of macrophage migration (GO:1905523),19-Jan,0.173108927,0.326302668,0,0,5.550785634,9.735157942,THBS1
positive regulation of mitochondrial fission (GO:0090141),19-Jan,0.173108927,0.326302668,0,0,5.550785634,9.735157942,BNIP3
establishment of protein localization to organelle (GO:0072594),2/76,0.174946267,0.328313259,0,0,2.706406915,4.718015297,POM121;IPO5
regulation of RNA splicing (GO:0043484),2/76,0.174946267,0.328313259,0,0,2.706406915,4.718015297,ESRP1;SLC38A2
water-soluble vitamin metabolic process (GO:0006767),2/76,0.174946267,0.328313259,0,0,2.706406915,4.718015297,SLC2A1;SLC2A3
protein import into nucleus (GO:0006606),2/76,0.174946267,0.328313259,0,0,2.706406915,4.718015297,POM121;IPO5
regulation of mRNA stability (GO:0043488),3/146,0.178189136,0.332269565,0,0,2.104110176,3.629400115,LARP1;NOCT;YWHAZ
cholesterol metabolic process (GO:0008203),2/77,0.178504495,0.332269565,0,0,2.670186125,4.601108507,SOAT1;CLN6
import into nucleus (GO:0051170),2/77,0.178504495,0.332269565,0,0,2.670186125,4.601108507,POM121;IPO5
negative regulation of developmental process (GO:0051093),2/77,0.178504495,0.332269565,0,0,2.670186125,4.601108507,RPS6KA6;BNIP3
positive regulation of tumor necrosis factor production (GO:0032760),2/77,0.178504495,0.332269565,0,0,2.670186125,4.601108507,CLU;THBS1
protein-DNA complex disassembly (GO:0032986),20-Jan,0.181344305,0.332269565,0,0,5.258373206,8.9779246,ARID2
calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules (GO:0016338),20-Jan,0.181344305,0.332269565,0,0,5.258373206,8.9779246,CLDN6
regulation of granulocyte chemotaxis (GO:0071622),20-Jan,0.181344305,0.332269565,0,0,5.258373206,8.9779246,THBS1
regulation of protein localization to cell periphery (GO:1904375),20-Jan,0.181344305,0.332269565,0,0,5.258373206,8.9779246,ACTB
energy reserve metabolic process (GO:0006112),20-Jan,0.181344305,0.332269565,0,0,5.258373206,8.9779246,GFPT2
establishment of epithelial cell polarity (GO:0090162),20-Jan,0.181344305,0.332269565,0,0,5.258373206,8.9779246,CDC42
ganglioside metabolic process (GO:0001573),20-Jan,0.181344305,0.332269565,0,0,5.258373206,8.9779246,CLN6
gastrulation (GO:0007369),20-Jan,0.181344305,0.332269565,0,0,5.258373206,8.9779246,GPC3
mesoderm development (GO:0007498),20-Jan,0.181344305,0.332269565,0,0,5.258373206,8.9779246,MEST
miRNA metabolic process (GO:0010586),20-Jan,0.181344305,0.332269565,0,0,5.258373206,8.9779246,LIN28A
xenobiotic transport (GO:0042908),20-Jan,0.181344305,0.332269565,0,0,5.258373206,8.9779246,GJA1
negative regulation of axon extension involved in axon guidance (GO:0048843),20-Jan,0.181344305,0.332269565,0,0,5.258373206,8.9779246,SEMA3E
negative regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045736),20-Jan,0.181344305,0.332269565,0,0,5.258373206,8.9779246,IPO5
nucleobase-containing compound biosynthetic process (GO:0034654),20-Jan,0.181344305,0.332269565,0,0,5.258373206,8.9779246,ADK
positive regulation of alpha-beta T cell activation (GO:0046635),20-Jan,0.181344305,0.332269565,0,0,5.258373206,8.9779246,GLI3
positive regulation of epidermal cell differentiation (GO:0045606),20-Jan,0.181344305,0.332269565,0,0,5.258373206,8.9779246,SFN
positive regulation of epithelial cell differentiation (GO:0030858),20-Jan,0.181344305,0.332269565,0,0,5.258373206,8.9779246,SFN
negative regulation of protein serine/threonine kinase activity (GO:0071901),2/78,0.182073896,0.333248033,0,0,2.634918515,4.488169093,SPRY4;IPO5
positive regulation of hydrolase activity (GO:0051345),3/149,0.185639606,0.336359076,0,0,2.060560526,3.469876952,AFDN;CALM1;S100A10
regulation of cellular response to heat (GO:1900034),2/79,0.185653898,0.336359076,0,0,2.600566946,4.379019536,POM121;CRYAB
regulation of neuron differentiation (GO:0045664),2/79,0.185653898,0.336359076,0,0,2.600566946,4.379019536,IMPACT;ID2
negative regulation of NF-kappaB transcription factor activity (GO:0032088),2/79,0.185653898,0.336359076,0,0,2.600566946,4.379019536,TMSB4X;G3BP2
regulation of fat cell differentiation (GO:0045598),2/80,0.18924394,0.336359076,0,0,2.567096186,4.273492279,NOCT;ID2
regulation of NIK/NF-kappaB signaling (GO:1901222),2/80,0.18924394,0.336359076,0,0,2.567096186,4.273492279,TMSB4X;ACTN4
glycerophospholipid metabolic process (GO:0006650),2/80,0.18924394,0.336359076,0,0,2.567096186,4.273492279,PLA2G1B;PRDX6
skin development (GO:0043588),2/80,0.18924394,0.336359076,0,0,2.567096186,4.273492279,TXNIP;SFN
positive regulation of cell adhesion (GO:0045785),2/80,0.18924394,0.336359076,0,0,2.567096186,4.273492279,AFDN;TPM1
actin filament-based transport (GO:0099515),21-Jan,0.189498071,0.336359076,0,0,4.99520202,8.308901318,ACTN4
purinergic nucleotide receptor signaling pathway (GO:0035590),21-Jan,0.189498071,0.336359076,0,0,4.99520202,8.308901318,TXNIP
regulation of cardiac muscle contraction by calcium ion signaling (GO:0010882),21-Jan,0.189498071,0.336359076,0,0,4.99520202,8.308901318,CALM1
regulation of fibroblast migration (GO:0010762),21-Jan,0.189498071,0.336359076,0,0,4.99520202,8.308901318,THBS1
epithelial cell development (GO:0002064),21-Jan,0.189498071,0.336359076,0,0,4.99520202,8.308901318,ACTA2
response to progesterone (GO:0032570),21-Jan,0.189498071,0.336359076,0,0,4.99520202,8.308901318,THBS1
innate immune response in mucosa (GO:0002227),21-Jan,0.189498071,0.336359076,0,0,4.99520202,8.308901318,PLA2G1B
vacuolar acidification (GO:0007035),21-Jan,0.189498071,0.336359076,0,0,4.99520202,8.308901318,CLN6
negative regulation of ion transmembrane transporter activity (GO:0032413),21-Jan,0.189498071,0.336359076,0,0,4.99520202,8.308901318,NEDD4
negative regulation of microtubule depolymerization (GO:0007026),21-Jan,0.189498071,0.336359076,0,0,4.99520202,8.308901318,STMN2
negative regulation of reproductive process (GO:2000242),21-Jan,0.189498071,0.336359076,0,0,4.99520202,8.308901318,GJA1
negative regulation of response to wounding (GO:1903035),21-Jan,0.189498071,0.336359076,0,0,4.99520202,8.308901318,INPP5F
negative regulation of small GTPase mediated signal transduction (GO:0051058),21-Jan,0.189498071,0.336359076,0,0,4.99520202,8.308901318,SPRY4
neuron apoptotic process (GO:0051402),21-Jan,0.189498071,0.336359076,0,0,4.99520202,8.308901318,BNIP3
"nucleotide-excision repair, DNA incision, 3'-to lesion (GO:0006295)",21-Jan,0.189498071,0.336359076,0,0,4.99520202,8.308901318,CUL4B
"nucleotide-excision repair, preincision complex stabilization (GO:0006293)",21-Jan,0.189498071,0.336359076,0,0,4.99520202,8.308901318,CUL4B
positive regulation of antigen receptor-mediated signaling pathway (GO:0050857),21-Jan,0.189498071,0.336359076,0,0,4.99520202,8.308901318,FOXP1
positive regulation of immune system process (GO:0002684),21-Jan,0.189498071,0.336359076,0,0,4.99520202,8.308901318,PLA2G1B
positive regulation of phosphatase activity (GO:0010922),21-Jan,0.189498071,0.336359076,0,0,4.99520202,8.308901318,CALM1
positive regulation of vascular associated smooth muscle cell proliferation (GO:1904707),21-Jan,0.189498071,0.336359076,0,0,4.99520202,8.308901318,GJA1
activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919),2/81,0.192843473,0.340750036,0,0,2.534472788,4.171429055,BEX3;F3
negative regulation of protein modification process (GO:0031400),2/81,0.192843473,0.340750036,0,0,2.534472788,4.171429055,BEX4;IMPACT
positive regulation of cellular amide metabolic process (GO:0034250),2/81,0.192843473,0.340750036,0,0,2.534472788,4.171429055,CLU;THBS1
positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557),2/81,0.192843473,0.340750036,0,0,2.534472788,4.171429055,CLU;THBS1
dephosphorylation (GO:0016311),3/153,0.195698205,0.340750036,0,0,2.005204082,3.270851954,PTPN14;PTPRF;DUSP6
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079),2/82,0.196451955,0.340750036,0,0,2.502664975,4.072680267,ACTB;IPO5
ephrin receptor signaling pathway (GO:0048013),2/82,0.196451955,0.340750036,0,0,2.502664975,4.072680267,CDC42;ACTB
amino acid import (GO:0043090),22-Jan,0.19757103,0.340750036,0,0,4.757094757,7.714376542,SLC1A3
regulation of cardiac muscle cell membrane repolarization (GO:0099623),22-Jan,0.19757103,0.340750036,0,0,4.757094757,7.714376542,FLNA
cellular response to nerve growth factor stimulus (GO:1990090),22-Jan,0.19757103,0.340750036,0,0,4.757094757,7.714376542,STMN2
chaperone-mediated protein complex assembly (GO:0051131),22-Jan,0.19757103,0.340750036,0,0,4.757094757,7.714376542,CLU
regulation of lipid storage (GO:0010883),22-Jan,0.19757103,0.340750036,0,0,4.757094757,7.714376542,MEST
regulation of macrophage chemotaxis (GO:0010758),22-Jan,0.19757103,0.340750036,0,0,4.757094757,7.714376542,THBS1
fatty-acyl-CoA metabolic process (GO:0035337),22-Jan,0.19757103,0.340750036,0,0,4.757094757,7.714376542,ACSL4
limb morphogenesis (GO:0035108),22-Jan,0.19757103,0.340750036,0,0,4.757094757,7.714376542,GLI3
microglial cell activation (GO:0001774),22-Jan,0.19757103,0.340750036,0,0,4.757094757,7.714376542,CLU
ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043162),22-Jan,0.19757103,0.340750036,0,0,4.757094757,7.714376542,NEDD4
negative regulation of B cell activation (GO:0050869),22-Jan,0.19757103,0.340750036,0,0,4.757094757,7.714376542,ID2
negative regulation of cyclin-dependent protein kinase activity (GO:1904030),22-Jan,0.19757103,0.340750036,0,0,4.757094757,7.714376542,IPO5
"nucleotide-excision repair, DNA duplex unwinding (GO:0000717)",22-Jan,0.19757103,0.340750036,0,0,4.757094757,7.714376542,CUL4B
peptidyl-threonine dephosphorylation (GO:0035970),22-Jan,0.19757103,0.340750036,0,0,4.757094757,7.714376542,DUSP6
phosphatidylserine acyl-chain remodeling (GO:0036150),22-Jan,0.19757103,0.340750036,0,0,4.757094757,7.714376542,PLA2G1B
positive regulation of amyloid precursor protein catabolic process (GO:1902993),22-Jan,0.19757103,0.340750036,0,0,4.757094757,7.714376542,CLU
positive regulation of calcium ion transmembrane transporter activity (GO:1901021),22-Jan,0.19757103,0.340750036,0,0,4.757094757,7.714376542,CALM1
positive regulation of neural precursor cell proliferation (GO:2000179),22-Jan,0.19757103,0.340750036,0,0,4.757094757,7.714376542,LRP2
positive regulation of signal transduction by p53 class mediator (GO:1901798),22-Jan,0.19757103,0.340750036,0,0,4.757094757,7.714376542,SPRED1
positive regulation of translational initiation (GO:0045948),22-Jan,0.19757103,0.340750036,0,0,4.757094757,7.714376542,LARP1
proteasomal ubiquitin-independent protein catabolic process (GO:0010499),22-Jan,0.19757103,0.340750036,0,0,4.757094757,7.714376542,ENC1
regulation of defense response (GO:0031347),2/83,0.200068856,0.34436094,0,0,2.471642539,3.977104419,TMSB4X;FOXP1
positive regulation of plasma membrane bounded cell projection assembly (GO:0120034),2/83,0.200068856,0.34436094,0,0,2.471642539,3.977104419,CDC42;ABI2
regulation of cytokinesis (GO:0032465),2/84,0.203693654,0.34819187,0,0,2.441376749,3.884567582,CDC42;CALM1
spindle assembly (GO:0051225),2/84,0.203693654,0.34819187,0,0,2.441376749,3.884567582,STAG2;FLNA
regulation of B cell receptor signaling pathway (GO:0050855),23-Jan,0.20556398,0.34819187,0,0,4.540633609,7.183273096,FOXP1
blood vessel endothelial cell migration (GO:0043534),23-Jan,0.20556398,0.34819187,0,0,4.540633609,7.183273096,MYH9
regulation of cysteine-type endopeptidase activity (GO:2000116),23-Jan,0.20556398,0.34819187,0,0,4.540633609,7.183273096,BEX3
cytoskeleton-dependent intracellular transport (GO:0030705),23-Jan,0.20556398,0.34819187,0,0,4.540633609,7.183273096,TUBA1A
regulation of mononuclear cell migration (GO:0071675),23-Jan,0.20556398,0.34819187,0,0,4.540633609,7.183273096,THBS1
regulation of neural precursor cell proliferation (GO:2000177),23-Jan,0.20556398,0.34819187,0,0,4.540633609,7.183273096,ID2
regulation of protein export from nucleus (GO:0046825),23-Jan,0.20556398,0.34819187,0,0,4.540633609,7.183273096,PTPN14
regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880),23-Jan,0.20556398,0.34819187,0,0,4.540633609,7.183273096,CALM1
regulation of supramolecular fiber organization (GO:1902903),23-Jan,0.20556398,0.34819187,0,0,4.540633609,7.183273096,MAP1B
membrane protein ectodomain proteolysis (GO:0006509),23-Jan,0.20556398,0.34819187,0,0,4.540633609,7.183273096,MYH9
"nucleotide-excision repair, DNA damage recognition (GO:0000715)",23-Jan,0.20556398,0.34819187,0,0,4.540633609,7.183273096,CUL4B
positive regulation of morphogenesis of an epithelium (GO:1905332),23-Jan,0.20556398,0.34819187,0,0,4.540633609,7.183273096,GJA1
positive regulation of mRNA processing (GO:0050685),23-Jan,0.20556398,0.34819187,0,0,4.540633609,7.183273096,PRDX6
positive regulation of protein autophosphorylation (GO:0031954),23-Jan,0.20556398,0.34819187,0,0,4.540633609,7.183273096,CALM1
positive regulation of protein catabolic process (GO:0045732),2/85,0.207325838,0.350827436,0,0,2.411840254,3.794942912,NEDD4;GPC3
purine nucleotide metabolic process (GO:0006163),24-Jan,0.213477707,0.353170887,0,0,4.342995169,6.706552451,PRPS2
amino acid import across plasma membrane (GO:0089718),24-Jan,0.213477707,0.353170887,0,0,4.342995169,6.706552451,SLC1A3
regulation of axon extension involved in axon guidance (GO:0048841),24-Jan,0.213477707,0.353170887,0,0,4.342995169,6.706552451,SEMA3E
axon extension (GO:0048675),24-Jan,0.213477707,0.353170887,0,0,4.342995169,6.706552451,MAP1B
cholesterol efflux (GO:0033344),24-Jan,0.213477707,0.353170887,0,0,4.342995169,6.706552451,SOAT1
regulation of monooxygenase activity (GO:0032768),24-Jan,0.213477707,0.353170887,0,0,4.342995169,6.706552451,CALM1
establishment of mitotic spindle orientation (GO:0000132),24-Jan,0.213477707,0.353170887,0,0,4.342995169,6.706552451,GJA1
extracellular matrix assembly (GO:0085029),24-Jan,0.213477707,0.353170887,0,0,4.342995169,6.706552451,LAMB1
regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030947),24-Jan,0.213477707,0.353170887,0,0,4.342995169,6.706552451,NEDD4
response to gamma radiation (GO:0010332),24-Jan,0.213477707,0.353170887,0,0,4.342995169,6.706552451,CRYAB
histone monoubiquitination (GO:0010390),24-Jan,0.213477707,0.353170887,0,0,4.342995169,6.706552451,CUL4B
leukotriene metabolic process (GO:0006691),24-Jan,0.213477707,0.353170887,0,0,4.342995169,6.706552451,PLA2G1B
long-chain fatty-acyl-CoA metabolic process (GO:0035336),24-Jan,0.213477707,0.353170887,0,0,4.342995169,6.706552451,ACSL4
negative regulation of NIK/NF-kappaB signaling (GO:1901223),24-Jan,0.213477707,0.353170887,0,0,4.342995169,6.706552451,TMSB4X
negative regulation of protein depolymerization (GO:1901880),24-Jan,0.213477707,0.353170887,0,0,4.342995169,6.706552451,STMN2
phospholipid catabolic process (GO:0009395),24-Jan,0.213477707,0.353170887,0,0,4.342995169,6.706552451,PRDX6
positive regulation of cell-substrate junction organization (GO:0150117),24-Jan,0.213477707,0.353170887,0,0,4.342995169,6.706552451,S100A10
positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846),24-Jan,0.213477707,0.353170887,0,0,4.342995169,6.706552451,THBS1
positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003),24-Jan,0.213477707,0.353170887,0,0,4.342995169,6.706552451,HSPA5
positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511),24-Jan,0.213477707,0.353170887,0,0,4.342995169,6.706552451,THBS1
positive regulation of viral life cycle (GO:1903902),24-Jan,0.213477707,0.353170887,0,0,4.342995169,6.706552451,LGALS1
"protein alpha-1,2-demannosylation (GO:0036508)",24-Jan,0.213477707,0.353170887,0,0,4.342995169,6.706552451,EDEM1
protein exit from endoplasmic reticulum (GO:0032527),24-Jan,0.213477707,0.353170887,0,0,4.342995169,6.706552451,HSP90B1
receptor catabolic process (GO:0032801),25-Jan,0.221312995,0.359844794,0,0,4.161826599,6.276772451,NEDD4
cardiac conduction system development (GO:0003161),25-Jan,0.221312995,0.359844794,0,0,4.161826599,6.276772451,GJA1
regulation of epidermal cell differentiation (GO:0045604),25-Jan,0.221312995,0.359844794,0,0,4.161826599,6.276772451,SFN
cellular response to hexose stimulus (GO:0071331),25-Jan,0.221312995,0.359844794,0,0,4.161826599,6.276772451,LIN28A
regulation of mitochondrial fission (GO:0090140),25-Jan,0.221312995,0.359844794,0,0,4.161826599,6.276772451,BNIP3
energy derivation by oxidation of organic compounds (GO:0015980),25-Jan,0.221312995,0.359844794,0,0,4.161826599,6.276772451,GFPT2
regulation of rhodopsin mediated signaling pathway (GO:0022400),25-Jan,0.221312995,0.359844794,0,0,4.161826599,6.276772451,CALM1
regulation of ryanodine-sensitive calcium-release channel activity (GO:0060314),25-Jan,0.221312995,0.359844794,0,0,4.161826599,6.276772451,CALM1
fat-soluble vitamin metabolic process (GO:0006775),25-Jan,0.221312995,0.359844794,0,0,4.161826599,6.276772451,LRP2
negative regulation of actin filament polymerization (GO:0030837),25-Jan,0.221312995,0.359844794,0,0,4.161826599,6.276772451,TMSB4X
negative regulation of cell junction assembly (GO:1901889),25-Jan,0.221312995,0.359844794,0,0,4.161826599,6.276772451,THBS1
negative regulation of ion transport (GO:0043271),25-Jan,0.221312995,0.359844794,0,0,4.161826599,6.276772451,NEDD4
negative regulation of response to endoplasmic reticulum stress (GO:1903573),25-Jan,0.221312995,0.359844794,0,0,4.161826599,6.276772451,CLU
peripheral nervous system development (GO:0007422),25-Jan,0.221312995,0.359844794,0,0,4.161826599,6.276772451,PMP22
phosphatidylglycerol metabolic process (GO:0046471),25-Jan,0.221312995,0.359844794,0,0,4.161826599,6.276772451,PLA2G1B
phosphatidylinositol dephosphorylation (GO:0046856),25-Jan,0.221312995,0.359844794,0,0,4.161826599,6.276772451,INPP5F
positive regulation of ERBB signaling pathway (GO:1901186),25-Jan,0.221312995,0.359844794,0,0,4.161826599,6.276772451,PLAUR
positive regulation of peptidyl-threonine phosphorylation (GO:0010800),25-Jan,0.221312995,0.359844794,0,0,4.161826599,6.276772451,CALM1
transforming growth factor beta receptor signaling pathway (GO:0007179),2/89,0.221918513,0.360142044,0,0,2.300484276,3.4632526,ZYX;CGN
post-Golgi vesicle-mediated transport (GO:0006892),2/89,0.221918513,0.360142044,0,0,2.300484276,3.4632526,STEAP2;AP1M2
protein modification by small protein conjugation (GO:0032446),6/409,0.223526815,0.362406939,0,0,1.496393628,2.241932687,POM121;NEDD4;ENC1;MKRN1;RLIM;CUL4B
negative regulation of protein kinase activity (GO:0006469),2/90,0.225580267,0.365041572,0,0,2.274227042,3.386504256,SPRED1;SFN
positive regulation of autophagy (GO:0010508),2/90,0.225580267,0.365041572,0,0,2.274227042,3.386504256,LARP1;BNIP3
regulation of actin filament bundle assembly (GO:0032231),26-Jan,0.229070617,0.365080449,0,0,3.995151515,5.887754478,CDC42
chaperone cofactor-dependent protein refolding (GO:0051085),26-Jan,0.229070617,0.365080449,0,0,3.995151515,5.887754478,HSPA5
clathrin-dependent endocytosis (GO:0072583),26-Jan,0.229070617,0.365080449,0,0,3.995151515,5.887754478,INPP5F
endothelial cell development (GO:0001885),26-Jan,0.229070617,0.365080449,0,0,3.995151515,5.887754478,COL18A1
global genome nucleotide-excision repair (GO:0070911),26-Jan,0.229070617,0.365080449,0,0,3.995151515,5.887754478,CUL4B
hippo signaling (GO:0035329),26-Jan,0.229070617,0.365080449,0,0,3.995151515,5.887754478,AMOTL2
histone lysine demethylation (GO:0070076),26-Jan,0.229070617,0.365080449,0,0,3.995151515,5.887754478,JMJD1C
meiosis I (GO:0007127),26-Jan,0.229070617,0.365080449,0,0,3.995151515,5.887754478,DNMT3L
TOR signaling (GO:0031929),26-Jan,0.229070617,0.365080449,0,0,3.995151515,5.887754478,LARP1
mononuclear cell differentiation (GO:1903131),26-Jan,0.229070617,0.365080449,0,0,3.995151515,5.887754478,MYH9
negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902230),26-Jan,0.229070617,0.365080449,0,0,3.995151515,5.887754478,CLU
phosphatidylethanolamine acyl-chain remodeling (GO:0036152),26-Jan,0.229070617,0.365080449,0,0,3.995151515,5.887754478,PLA2G1B
positive regulation of filopodium assembly (GO:0051491),26-Jan,0.229070617,0.365080449,0,0,3.995151515,5.887754478,CDC42
positive regulation of histone methylation (GO:0031062),26-Jan,0.229070617,0.365080449,0,0,3.995151515,5.887754478,DNMT3B
positive regulation of microtubule polymerization or depolymerization (GO:0031112),26-Jan,0.229070617,0.365080449,0,0,3.995151515,5.887754478,STMN2
regulation of actin cytoskeleton organization (GO:0032956),2/91,0.229246526,0.365080449,0,0,2.248559859,3.312032708,RHOBTB3;SEMA3E
positive regulation of supramolecular fiber organization (GO:1902905),2/91,0.229246526,0.365080449,0,0,2.248559859,3.312032708,STMN2;CLU
positive regulation of DNA-binding transcription factor activity (GO:0051091),4/246,0.229973361,0.365895991,0,0,1.657893622,2.436758449,BEX1;ANXA3;PLA2G1B;CLU
regulation of cell population proliferation (GO:0042127),10/764,0.231287711,0.367643899,0,0,1.336575302,1.956870331,BEX4;COL18A1;EPCAM;PLA2G1B;ID2;PDPN;ARID2;CLU;THBS1;PTPN14
regulation of endothelial cell proliferation (GO:0001936),2/92,0.23291684,0.369200275,0,0,2.223463057,3.239749762,F3;THBS1
cellular response to fibroblast growth factor stimulus (GO:0044344),2/92,0.23291684,0.369200275,0,0,2.223463057,3.239749762,SPRED1;ESRP1
retinoid metabolic process (GO:0001523),2/92,0.23291684,0.369200275,0,0,2.223463057,3.239749762,GPC3;LRP2
regulation of heart contraction (GO:0008016),2/93,0.236590769,0.370114018,0,0,2.198917833,3.169571498,TPM1;CALM1
acute inflammatory response (GO:0002526),27-Jan,0.236751338,0.370114018,0,0,3.841297591,5.534329897,F3
regulation of blood coagulation (GO:0030193),27-Jan,0.236751338,0.370114018,0,0,3.841297591,5.534329897,THBS1
regulation of cardiac muscle cell contraction (GO:0086004),27-Jan,0.236751338,0.370114018,0,0,3.841297591,5.534329897,PKP2
cellular response to unfolded protein (GO:0034620),27-Jan,0.236751338,0.370114018,0,0,3.841297591,5.534329897,HSPA5
cellular senescence (GO:0090398),27-Jan,0.236751338,0.370114018,0,0,3.841297591,5.534329897,ID2
dendritic spine organization (GO:0097061),27-Jan,0.236751338,0.370114018,0,0,3.841297591,5.534329897,CDC42
entrainment of circadian clock by photoperiod (GO:0043153),27-Jan,0.236751338,0.370114018,0,0,3.841297591,5.534329897,ID2
L-alpha-amino acid transmembrane transport (GO:1902475),27-Jan,0.236751338,0.370114018,0,0,3.841297591,5.534329897,SLC1A3
microtubule polymerization or depolymerization (GO:0031109),27-Jan,0.236751338,0.370114018,0,0,3.841297591,5.534329897,STMN2
negative regulation of cation channel activity (GO:2001258),27-Jan,0.236751338,0.370114018,0,0,3.841297591,5.534329897,CALM1
